project,ref_stat,label,dsp_pedon_id,sample_id,layer,method,topdepth,depth,soc,depth_increments,apparent_depth,actual_depth
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-2,2,esm2,-13.3611704598659,-45.0751416877081,68.4391057442115,standard,10-30 cm,13.4-45.1 cm
Illinois,fd,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-2,2,fd,-10,-30,53.448955403162664,standard,10-30 cm,10-30 cm
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-3,3,esm1,-44.9,-73.9,19.7480967316531,standard,30-50 cm,44.9-73.9 cm
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-3,3,esm2,-45.0751416877081,-74.4094206045769,19.1615544135615,standard,30-50 cm,45.1-74.4 cm
Illinois,fd,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-3,3,fd,-30,-50,24.8531590025885,standard,30-50 cm,30-50 cm
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-4,4,esm1,-73.9,-106.7,22.3357783723525,standard,50-75 cm,73.9-106.7 cm
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-4,4,esm2,-74.4094206045769,-106.456798566076,22.8294643785433,standard,50-75 cm,74.4-106.5 cm
Illinois,fd,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-4,4,fd,-50,-75,17.02422132039125,standard,50-75 cm,50-75 cm
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-5,5,esm1,-106.7,-141.5,23.6977160779837,standard,75-100 cm,106.7-141.5 cm
Illinois,max,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-5,5,esm2,-106.456798566076,-138.685485961011,94.6881282429069,standard,75-100 cm,106.5-138.7 cm
Illinois,fd,SHM,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-5,5,fd,-75,-100,17.02422132039125,standard,75-100 cm,75-100 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-1,1,esm1,0,-13.3,43.9537636564329,standard,0-10 cm,0-13.3 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-1,1,esm2,0,-13.2116664633011,44.7515168447822,standard,0-10 cm,0-13.2 cm
Illinois,fd,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-1,1,fd,0,-10,33.7744979539995,standard,0-10 cm,0-10 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-2,2,esm1,-13.3,-45.7,94.5381602249408,standard,10-30 cm,13.3-45.7 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-2,2,esm2,-13.2116664633011,-45.5910752686495,95.1382183394623,standard,10-30 cm,13.2-45.6 cm
Illinois,fd,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-2,2,fd,-10,-30,63.81835628862801,standard,10-30 cm,10-30 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-3,3,esm1,-45.7,-75.9,41.3987705849958,standard,30-50 cm,45.7-75.9 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-3,3,esm2,-45.5910752686495,-77.4813221942646,54.4510894543751,standard,30-50 cm,45.6-77.5 cm
Illinois,fd,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-3,3,fd,-30,-50,52.100725654454,standard,30-50 cm,30-50 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-4,4,esm1,-75.9,-109.8,39.5244086447445,standard,50-75 cm,75.9-109.8 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-4,4,esm2,-77.4813221942646,-107.687001545617,11.3164376231997,standard,50-75 cm,77.5-107.7 cm
Illinois,fd,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-4,4,fd,-50,-75,29.147793985800003,standard,50-75 cm,50-75 cm
