project,ref_stat,label,dsp_pedon_id,sample_id,layer,method,topdepth,depth,soc,depth_increments,apparent_depth,actual_depth
NCState,fd,BAU,CeC3-3,CeC3-3-1,1,fd,0,-10,34.417508059999996,standard,0-10 cm,0-10 cm
NCState,max,BAU,CeC3-3,CeC3-3-2,2,esm1,-10.2,-33.6,69.6477302600042,standard,10-30 cm,10.2-33.6 cm
NCState,max,BAU,CeC3-3,CeC3-3-2,2,esm2,-10.2814737613283,-33.8912011431304,79.9272327484227,standard,10-30 cm,10.3-33.9 cm
NCState,fd,BAU,CeC3-3,CeC3-3-2,2,fd,-10,-30,59.5279745812,standard,10-30 cm,10-30 cm
NCState,max,BAU,CeC3-3,CeC3-3-3,3,esm1,-33.6,-56.1,44.7443550588345,standard,30-50 cm,33.6-56.1 cm
NCState,max,BAU,CeC3-3,CeC3-3-3,3,esm2,-33.8912011431304,-56.1491290317739,34.766275744069,standard,30-50 cm,33.9-56.1 cm
NCState,fd,BAU,CeC3-3,CeC3-3-3,3,fd,-30,-50,49.5168861375,standard,30-50 cm,30-50 cm
NCState,max,BAU,CeC3-3,CeC3-3-4,4,esm1,-56.1,-81.5,31.7770389069031,standard,50-75 cm,56.1-81.5 cm
NCState,max,BAU,CeC3-3,CeC3-3-4,4,esm2,-56.1491290317739,-81.2224735838023,31.6467455323013,standard,50-75 cm,56.1-81.2 cm
NCState,fd,BAU,CeC3-3,CeC3-3-4,4,fd,-50,-75,28.438110804449998,standard,50-75 cm,50-75 cm
NCState,max,BAU,CeC3-3,CeC3-3-5,5,esm1,-81.5,-111.6,24.3448501195892,standard,75-100 cm,81.5-111.6 cm
NCState,max,BAU,CeC3-3,CeC3-3-5,5,esm2,-81.2224735838023,-113.66415764165,12.8438738265916,standard,75-100 cm,81.2-113.7 cm
NCState,fd,BAU,CeC3-3,CeC3-3-5,5,fd,-75,-100,26.627527796,standard,75-100 cm,75-100 cm
NCState,max,Ref,CeF3-1,CeF3-1-1,1,esm1,0,-17.1,34.7655877932191,standard,0-10 cm,0-17.1 cm
NCState,max,Ref,CeF3-1,CeF3-1-1,1,esm2,0,-12.6781620388579,34.3649197186439,standard,0-10 cm,0-12.7 cm
NCState,fd,Ref,CeF3-1,CeF3-1-1,1,fd,0,-10,29.725335363649997,standard,0-10 cm,0-10 cm
NCState,max,Ref,CeF3-1,CeF3-1-2,2,esm1,-17.1,-49.4,18.7938093981954,standard,10-30 cm,17.1-49.4 cm
NCState,max,Ref,CeF3-1,CeF3-1-2,2,esm2,-12.6781620388579,-51.7682810830043,21.3415626086343,standard,10-30 cm,12.7-51.8 cm
NCState,fd,Ref,CeF3-1,CeF3-1-2,2,fd,-10,-30,14.197894167799998,standard,10-30 cm,10-30 cm
NCState,max,Ref,CeF3-1,CeF3-1-3,3,esm1,-49.4,-76.7,6.72188955822583,standard,30-50 cm,49.4-76.7 cm
NCState,max,Ref,CeF3-1,CeF3-1-3,3,esm2,-51.7682810830043,-75.9608903400921,3.97215570733549,standard,30-50 cm,51.8-76 cm
NCState,fd,Ref,CeF3-1,CeF3-1-3,3,fd,-30,-50,9.7981179095,standard,30-50 cm,30-50 cm
NCState,max,Ref,CeF3-1,CeF3-1-4,4,esm1,-76.7,-106.8,5.21852081947002,standard,50-75 cm,76.7-106.8 cm
NCState,max,Ref,CeF3-1,CeF3-1-4,4,esm2,-75.9608903400921,-108.304767907817,7.58766373930519,standard,50-75 cm,76-108.3 cm
NCState,fd,Ref,CeF3-1,CeF3-1-4,4,fd,-50,-75,6.2652055747,standard,50-75 cm,50-75 cm
NCState,max,Ref,CeF3-1,CeF3-1-5,5,esm1,-106.8,-138.9,5.56526638886839,standard,75-100 cm,106.8-138.9 cm
NCState,max,Ref,CeF3-1,CeF3-1-5,5,esm2,-108.304767907817,-157.511182481302,31.6200156737006,standard,75-100 cm,108.3-157.5 cm
NCState,fd,Ref,CeF3-1,CeF3-1-5,5,fd,-75,-100,4.3343196175,standard,75-100 cm,75-100 cm
NCState,max,Ref,CeF3-2,CeF3-2-1,1,esm1,0,-10,27.9771168451999,standard,0-10 cm,0-10 cm
NCState,max,Ref,CeF3-2,CeF3-2-1,1,esm2,0,-10,27.9771168452,standard,0-10 cm,0-10 cm
NCState,fd,Ref,CeF3-2,CeF3-2-1,1,fd,0,-10,27.977116845199998,standard,0-10 cm,0-10 cm
NCState,max,Ref,CeF3-2,CeF3-2-2,2,esm1,-10,-30,18.1722932125995,standard,10-30 cm,10-30 cm
NCState,max,Ref,CeF3-2,CeF3-2-2,2,esm2,-10,-30.2026296499983,23.6056740689928,standard,10-30 cm,10-30.2 cm
NCState,fd,Ref,CeF3-2,CeF3-2-2,2,fd,-10,-30,18.1722932126,standard,10-30 cm,10-30 cm
NCState,max,Ref,CeF3-2,CeF3-2-3,3,esm1,-30,-50,13.4386856742999,standard,30-50 cm,30-50 cm
NCState,max,Ref,CeF3-2,CeF3-2-3,3,esm2,-30.2026296499983,-49.6597937041197,7.780841887159,standard,30-50 cm,30.2-49.7 cm
NCState,fd,Ref,CeF3-2,CeF3-2-3,3,fd,-30,-50,13.4386856743,standard,30-50 cm,30-50 cm
NCState,max,Ref,CeF3-2,CeF3-2-4,4,esm1,-50,-75,8.90946339750016,standard,50-75 cm,50-75 cm
NCState,max,Ref,CeF3-2,CeF3-2-4,4,esm2,-49.6597937041197,-74.8407600032086,9.8130410783309,standard,50-75 cm,49.7-74.8 cm
NCState,fd,Ref,CeF3-2,CeF3-2-4,4,fd,-50,-75,8.9094633975,standard,50-75 cm,50-75 cm
NCState,max,Ref,CeF3-2,CeF3-2-5,5,esm1,-75,-102.4,8.32398177521978,standard,75-100 cm,75-102.4 cm
NCState,max,Ref,CeF3-2,CeF3-2-5,5,esm2,-74.8407600032086,-102.500347986412,7.60466571353756,standard,75-100 cm,74.8-102.5 cm
NCState,fd,Ref,CeF3-2,CeF3-2-5,5,fd,-75,-100,7.594873882499999,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH1-1,CeH1-1-1,1,esm1,0,-12.2,20.146553954632,standard,0-10 cm,0-12.2 cm
NCState,max,SHM,CeH1-1,CeH1-1-1,1,esm2,0,-12.3214687386147,18.450858251455,standard,0-10 cm,0-12.3 cm
NCState,fd,SHM,CeH1-1,CeH1-1-1,1,fd,0,-10,18.2177539264,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH1-1,CeH1-1-2,2,esm1,-12.2,-35.7,20.6030912106602,standard,10-30 cm,12.2-35.7 cm
NCState,max,SHM,CeH1-1,CeH1-1-2,2,esm2,-12.3214687386147,-35.9054105959003,20.5943584196786,standard,10-30 cm,12.3-35.9 cm
NCState,fd,SHM,CeH1-1,CeH1-1-2,2,fd,-10,-30,17.534545711199996,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH1-1,CeH1-1-3,3,esm1,-35.7,-58,13.9620995360286,standard,30-50 cm,35.7-58 cm
NCState,max,SHM,CeH1-1,CeH1-1-3,3,esm2,-35.9054105959003,-57.8227710312393,18.3274619277796,standard,30-50 cm,35.9-57.8 cm
NCState,fd,SHM,CeH1-1,CeH1-1-3,3,fd,-30,-50,15.139294740359999,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH1-1,CeH1-1-4,4,esm1,-58,-83.5,11.4586848045407,standard,50-75 cm,58-83.5 cm
NCState,max,SHM,CeH1-1,CeH1-1-4,4,esm2,-57.8227710312393,-83.4126702464356,8.13357443050091,standard,50-75 cm,57.8-83.4 cm
NCState,fd,SHM,CeH1-1,CeH1-1-4,4,fd,-50,-75,11.9379697605,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH1-1,CeH1-1-5,5,esm1,-83.5,-111.8,11.1231164585203,standard,75-100 cm,83.5-111.8 cm
NCState,max,SHM,CeH1-1,CeH1-1-5,5,esm2,-83.4126702464356,-112.540450968088,14.5795867902127,standard,75-100 cm,83.4-112.5 cm
NCState,fd,SHM,CeH1-1,CeH1-1-5,5,fd,-75,-100,9.826074610000001,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH1-2,CeH1-2-1,1,esm1,0,-14.2,47.73986934816,standard,0-10 cm,0-14.2 cm
NCState,max,SHM,CeH1-2,CeH1-2-1,1,esm2,0,-14.0898772664474,48.3589226782997,standard,0-10 cm,0-14.1 cm
NCState,fd,SHM,CeH1-2,CeH1-2-1,1,fd,0,-10,38.5672988811,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH1-2,CeH1-2-2,2,esm1,-14.2,-44.1,38.4705855452038,standard,10-30 cm,14.2-44.1 cm
NCState,max,SHM,CeH1-2,CeH1-2-2,2,esm2,-14.0898772664474,-44.4159229842433,41.1201067090327,standard,10-30 cm,14.1-44.4 cm
NCState,fd,SHM,CeH1-2,CeH1-2-2,2,fd,-10,-30,34.77816467358,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH1-2,CeH1-2-3,3,esm1,-44.1,-72.5,12.0687846951767,standard,30-50 cm,44.1-72.5 cm
NCState,max,SHM,CeH1-2,CeH1-2-3,3,esm2,-44.4159229842433,-70.8531314072005,3.90971438553734,standard,30-50 cm,44.4-70.9 cm
NCState,fd,SHM,CeH1-2,CeH1-2-3,3,fd,-30,-50,17.659121893360002,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH1-2,CeH1-2-4,4,esm1,-72.5,-104.8,10.4431701661409,standard,50-75 cm,72.5-104.8 cm
NCState,max,SHM,CeH1-2,CeH1-2-4,4,esm2,-70.8531314072005,-105.877061260623,19.0233798526681,standard,50-75 cm,70.9-105.9 cm
NCState,fd,SHM,CeH1-2,CeH1-2-4,4,fd,-50,-75,8.082949045,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH1-2,CeH1-2-5,5,esm1,-104.8,-139.2,11.122137885921,standard,75-100 cm,104.8-139.2 cm
NCState,max,SHM,CeH1-2,CeH1-2-5,5,esm2,-105.877061260623,-156.987988319892,78.1505627178779,standard,75-100 cm,105.9-157 cm
NCState,fd,SHM,CeH1-2,CeH1-2-5,5,fd,-75,-100,8.082949045,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH1-3,CeH1-3-1,1,esm1,0,-11,54.3320593153,standard,0-10 cm,0-11 cm
NCState,max,SHM,CeH1-3,CeH1-3-1,1,esm2,0,-11.143318950298,54.9911556497754,standard,0-10 cm,0-11.1 cm
NCState,fd,SHM,CeH1-3,CeH1-3-1,1,fd,0,-10,51.34116253135,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH1-3,CeH1-3-2,2,esm1,-11,-37.6,35.72500810263,standard,10-30 cm,11-37.6 cm
NCState,max,SHM,CeH1-3,CeH1-3-2,2,esm2,-11.143318950298,-36.3608120935412,46.2717180626445,standard,10-30 cm,11.1-36.4 cm
NCState,fd,SHM,CeH1-3,CeH1-3-2,2,fd,-10,-30,31.4077574889,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH1-3,CeH1-3-3,3,esm1,-37.6,-63.3,23.329972927152,standard,30-50 cm,37.6-63.3 cm
NCState,max,SHM,CeH1-3,CeH1-3-3,3,esm2,-36.3608120935412,-63.791144650859,11.7780166115477,standard,30-50 cm,36.4-63.8 cm
NCState,fd,SHM,CeH1-3,CeH1-3-3,3,fd,-30,-50,19.231966836,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH1-3,CeH1-3-4,4,esm1,-63.3,-89.4,9.40248788162391,standard,50-75 cm,63.3-89.4 cm
NCState,max,SHM,CeH1-3,CeH1-3-4,4,esm2,-63.791144650859,-91.3972905633904,5.95313077905928,standard,50-75 cm,63.8-91.4 cm
NCState,fd,SHM,CeH1-3,CeH1-3-4,4,fd,-50,-75,15.62106184956,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH1-3,CeH1-3-5,5,esm1,-89.4,-117.2,10.0149104639538,standard,75-100 cm,89.4-117.2 cm
NCState,max,SHM,CeH1-3,CeH1-3-5,5,esm2,-91.3972905633904,-109.069478322953,34.7458042715358,standard,75-100 cm,91.4-109.1 cm
NCState,fd,SHM,CeH1-3,CeH1-3-5,5,fd,-75,-100,9.006214446000001,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH2-1,CeH2-1-1,1,esm1,0,-11.6,28.742798704876,standard,0-10 cm,0-11.6 cm
NCState,max,SHM,CeH2-1,CeH2-1-1,1,esm2,0,-11.5528314621404,31.0860456375915,standard,0-10 cm,0-11.6 cm
NCState,fd,SHM,CeH2-1,CeH2-1-1,1,fd,0,-10,26.9325329319,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH2-1,CeH2-1-2,2,esm1,-11.6,-38.5,26.903027327374,standard,10-30 cm,11.6-38.5 cm
NCState,max,SHM,CeH2-1,CeH2-1-2,2,esm2,-11.5528314621404,-38.6509267415415,23.6650599217109,standard,10-30 cm,11.6-38.7 cm
NCState,fd,SHM,CeH2-1,CeH2-1-2,2,fd,-10,-30,22.6283221622,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH2-1,CeH2-1-3,3,esm1,-38.5,-63.7,17.2884954427283,standard,30-50 cm,38.5-63.7 cm
NCState,max,SHM,CeH2-1,CeH2-1-3,3,esm2,-38.6509267415415,-63.7352116265323,18.8223379064465,standard,30-50 cm,38.7-63.7 cm
NCState,fd,SHM,CeH2-1,CeH2-1-3,3,fd,-30,-50,14.317578678,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH2-1,CeH2-1-4,4,esm1,-63.7,-92.3,7.82866952224623,standard,50-75 cm,63.7-92.3 cm
NCState,max,SHM,CeH2-1,CeH2-1-4,4,esm2,-63.7352116265323,-92.2297809421417,8.99997449310777,standard,50-75 cm,63.7-92.2 cm
NCState,fd,SHM,CeH2-1,CeH2-1-4,4,fd,-50,-75,12.149033353275,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH2-1,CeH2-1-5,5,esm1,-92.3,-122.8,8.34875595903881,standard,75-100 cm,92.3-122.8 cm
NCState,max,SHM,CeH2-1,CeH2-1-5,5,esm2,-92.2297809421417,-123.532762328514,-1.21336835061373,standard,75-100 cm,92.2-123.5 cm
NCState,fd,SHM,CeH2-1,CeH2-1-5,5,fd,-75,-100,6.8432425893749995,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH2-2,CeH2-2-1,1,esm1,0,-11.4,27.353563886023,standard,0-10 cm,0-11.4 cm
NCState,max,SHM,CeH2-2,CeH2-2-1,1,esm2,0,-11.4784120400374,27.7949994811817,standard,0-10 cm,0-11.5 cm
NCState,fd,SHM,CeH2-2,CeH2-2-1,1,fd,0,-10,25.590744595,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH2-2,CeH2-2-2,2,esm1,-11.4,-37.9,23.6911092074377,standard,10-30 cm,11.4-37.9 cm
NCState,max,SHM,CeH2-2,CeH2-2-2,2,esm2,-11.4784120400374,-37.9141503671269,25.8062247366882,standard,10-30 cm,11.5-37.9 cm
NCState,fd,SHM,CeH2-2,CeH2-2-2,2,fd,-10,-30,18.844786664475,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH2-2,CeH2-2-3,3,esm1,-37.9,-63.3,19.1498500993793,standard,30-50 cm,37.9-63.3 cm
NCState,max,SHM,CeH2-2,CeH2-2-3,3,esm2,-37.9141503671269,-63.0072985791084,17.0806841026814,standard,30-50 cm,37.9-63 cm
NCState,fd,SHM,CeH2-2,CeH2-2-3,3,fd,-30,-50,16.732004643,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH2-2,CeH2-2-4,4,esm1,-63.3,-94.1,13.564700253102,standard,50-75 cm,63.3-94.1 cm
NCState,max,SHM,CeH2-2,CeH2-2-4,4,esm2,-63.0072985791084,-93.6706682689788,13.3104162779657,standard,50-75 cm,63-93.7 cm
NCState,fd,SHM,CeH2-2,CeH2-2-4,4,fd,-50,-75,14.17981173716,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH2-2,CeH2-2-5,5,esm1,-94.1,-126.9,14.4455249448619,standard,75-100 cm,94.1-126.9 cm
NCState,max,SHM,CeH2-2,CeH2-2-5,5,esm2,-93.6706682689788,-131.882975034891,14.990417717149,standard,75-100 cm,93.7-131.9 cm
NCState,fd,SHM,CeH2-2,CeH2-2-5,5,fd,-75,-100,11.010308647,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH2-3,CeH2-3-1,1,esm1,0,-12.2,33.227043640132,standard,0-10 cm,0-12.2 cm
NCState,max,SHM,CeH2-3,CeH2-3-1,1,esm2,0,-12.444252540683,33.4502310699621,standard,0-10 cm,0-12.4 cm
NCState,fd,SHM,CeH2-3,CeH2-3-1,1,fd,0,-10,27.853921831,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH2-3,CeH2-3-2,2,esm1,-12.2,-41.3,45.9677755904451,standard,10-30 cm,12.2-41.3 cm
NCState,max,SHM,CeH2-3,CeH2-3-2,2,esm2,-12.444252540683,-40.5554227584561,49.7203555574528,standard,10-30 cm,12.4-40.6 cm
NCState,fd,SHM,CeH2-3,CeH2-3-2,2,fd,-10,-30,38.44077040864,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH2-3,CeH2-3-3,3,esm1,-41.3,-69.1,16.0703197503124,standard,30-50 cm,41.3-69.1 cm
NCState,max,SHM,CeH2-3,CeH2-3-3,3,esm2,-40.5554227584561,-71.9883177045355,16.1745142732287,standard,30-50 cm,40.6-72 cm
NCState,fd,SHM,CeH2-3,CeH2-3-3,3,fd,-30,-50,22.832083169799997,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH2-3,CeH2-3-4,4,esm1,-69.1,-99.1,6.76343027099904,standard,50-75 cm,69.1-99.1 cm
NCState,max,SHM,CeH2-3,CeH2-3-4,4,esm2,-71.9883177045355,-99.4728673101341,2.88631507244662,standard,50-75 cm,72-99.5 cm
NCState,fd,SHM,CeH2-3,CeH2-3-4,4,fd,-50,-75,7.46850485808,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH2-3,CeH2-3-5,5,esm1,-99.1,-131.2,7.23687038996897,standard,75-100 cm,99.1-131.2 cm
NCState,max,SHM,CeH2-3,CeH2-3-5,5,esm2,-99.4728673101341,-105.982862206725,2.98826565438181,standard,75-100 cm,99.5-106 cm
NCState,fd,SHM,CeH2-3,CeH2-3-5,5,fd,-75,-100,5.6361918925,standard,75-100 cm,75-100 cm
NCState,max,SHM,CeH3-3,CeH3-3-1,1,esm1,0,-10.9,26.585561821156,standard,0-10 cm,0-10.9 cm
NCState,max,SHM,CeH3-3,CeH3-3-1,1,esm2,0,-10.9797520346945,26.80558411587,standard,0-10 cm,0-11 cm
NCState,fd,SHM,CeH3-3,CeH3-3-1,1,fd,0,-10,25.58494832785,standard,0-10 cm,0-10 cm
NCState,max,SHM,CeH3-3,CeH3-3-2,2,esm1,-10.9,-41.2,27.5213237722543,standard,10-30 cm,10.9-41.2 cm
NCState,max,SHM,CeH3-3,CeH3-3-2,2,esm2,-10.9797520346945,-44.0650434794334,29.9508747140363,standard,10-30 cm,11-44.1 cm
NCState,fd,SHM,CeH3-3,CeH3-3-2,2,fd,-10,-30,21.0617466586,standard,10-30 cm,10-30 cm
NCState,max,SHM,CeH3-3,CeH3-3-3,3,esm1,-41.2,-65.4,6.95237720363926,standard,30-50 cm,41.2-65.4 cm
NCState,max,SHM,CeH3-3,CeH3-3-3,3,esm2,-44.0650434794334,-77.4922348289998,11.3394123034064,standard,30-50 cm,44.1-77.5 cm
NCState,fd,SHM,CeH3-3,CeH3-3-3,3,fd,-30,-50,9.98832777192,standard,30-50 cm,30-50 cm
NCState,max,SHM,CeH3-3,CeH3-3-4,4,esm1,-65.4,-92.6,7.81424214623917,standard,50-75 cm,65.4-92.6 cm
NCState,max,SHM,CeH3-3,CeH3-3-4,4,esm2,-77.4922348289998,-98.8187697617429,2.87550595576683,standard,50-75 cm,77.5-98.8 cm
NCState,fd,SHM,CeH3-3,CeH3-3-4,4,fd,-50,-75,7.182207855,standard,50-75 cm,50-75 cm
NCState,max,SHM,CeH3-3,CeH3-3-5,5,esm1,-92.6,-121.6,8.33136111179911,standard,75-100 cm,92.6-121.6 cm
NCState,max,SHM,CeH3-3,CeH3-3-5,5,esm2,-98.8187697617429,-88.2890772538245,0.743427882575403,standard,75-100 cm,98.8-88.3 cm
NCState,fd,SHM,CeH3-3,CeH3-3-5,5,fd,-75,-100,7.182207855,standard,75-100 cm,75-100 cm
NCState,mean,BAU,CeC1-1,CeC1-1-1,1,esm1,0,-11.2,30.593517640282,standard,0-10 cm,0-11.2 cm
NCState,mean,BAU,CeC1-1,CeC1-1-1,1,esm2,0,-11.3221903153771,32.9876274645487,standard,0-10 cm,0-11.3 cm
NCState,mean,BAU,CeC1-1,CeC1-1-2,2,esm1,-11.2,-31.5,35.1101606560077,standard,10-30 cm,11.2-31.5 cm
NCState,mean,BAU,CeC1-1,CeC1-1-2,2,esm2,-11.3221903153771,-30.9666489625517,34.6702916010838,standard,10-30 cm,11.3-31 cm
NCState,mean,BAU,CeC1-1,CeC1-1-3,3,esm1,-31.5,-53.9,13.8000057755568,standard,30-50 cm,31.5-53.9 cm
NCState,mean,BAU,CeC1-1,CeC1-1-3,3,esm2,-30.9666489625517,-54.5020451839382,12.5554287240926,standard,30-50 cm,31-54.5 cm
NCState,mean,BAU,CeC1-1,CeC1-1-4,4,esm1,-53.9,-80,13.2810527585641,standard,50-75 cm,53.9-80 cm
NCState,mean,BAU,CeC1-1,CeC1-1-4,4,esm2,-54.5020451839382,-80.5667182732809,10.7723995147054,standard,50-75 cm,54.5-80.6 cm
NCState,mean,BAU,CeC1-1,CeC1-1-5,5,esm1,-80,-104.3,14.8722818618877,standard,75-100 cm,80-104.3 cm
NCState,mean,BAU,CeC1-1,CeC1-1-5,5,esm2,-80.5667182732809,-103.959233450484,18.7488602640945,standard,75-100 cm,80.6-104 cm
NCState,mean,BAU,CeC1-2,CeC1-2-1,1,esm1,0,-8.8,24.03741029914,standard,0-10 cm,0-8.8 cm
NCState,mean,BAU,CeC1-2,CeC1-2-1,1,esm2,0,-8.49728534857201,24.5244889253094,standard,0-10 cm,0-8.5 cm
NCState,mean,BAU,CeC1-2,CeC1-2-2,2,esm1,-8.8,-37.3,20.891686180344,standard,10-30 cm,8.8-37.3 cm
NCState,mean,BAU,CeC1-2,CeC1-2-2,2,esm2,-8.49728534857201,-45.1545039717873,26.1365793291555,standard,10-30 cm,8.5-45.2 cm
NCState,mean,BAU,CeC1-2,CeC1-2-3,3,esm1,-37.3,-58.6,8.72287754306439,standard,30-50 cm,37.3-58.6 cm
NCState,mean,BAU,CeC1-2,CeC1-2-3,3,esm2,-45.1545039717873,-59.965045932719,3.9699642964976,standard,30-50 cm,45.2-60 cm
NCState,mean,BAU,CeC1-2,CeC1-2-4,4,esm1,-58.6,-83.3,6.88960018709883,standard,50-75 cm,58.6-83.3 cm
NCState,mean,BAU,CeC1-2,CeC1-2-4,4,esm2,-59.965045932719,-75.7114585398062,1.9426112573903,standard,50-75 cm,60-75.7 cm
NCState,mean,BAU,CeC1-2,CeC1-2-5,5,esm1,-83.3,-107.9,6.51595615885287,standard,75-100 cm,83.3-107.9 cm
NCState,mean,BAU,CeC1-2,CeC1-2-5,5,esm2,-75.7114585398062,-118.655176614433,16.0965968742812,standard,75-100 cm,75.7-118.7 cm
NCState,mean,BAU,CeC1-3,CeC1-3-1,1,esm1,0,-9.2,19.400653365294,standard,0-10 cm,0-9.2 cm
NCState,mean,BAU,CeC1-3,CeC1-3-1,1,esm2,0,-9.27694304800259,19.5773336982447,standard,0-10 cm,0-9.3 cm
NCState,mean,BAU,CeC1-3,CeC1-3-2,2,esm1,-9.2,-27.7,25.8590893521608,standard,10-30 cm,9.2-27.7 cm
NCState,mean,BAU,CeC1-3,CeC1-3-2,2,esm2,-9.27694304800259,-26.571767237624,27.84435968412,standard,10-30 cm,9.3-26.6 cm
NCState,mean,BAU,CeC1-3,CeC1-3-3,3,esm1,-27.7,-49.7,14.2095170216997,standard,30-50 cm,27.7-49.7 cm
NCState,mean,BAU,CeC1-3,CeC1-3-3,3,esm2,-26.571767237624,-49.1709274648779,13.5626633338345,standard,30-50 cm,26.6-49.2 cm
NCState,mean,BAU,CeC1-3,CeC1-3-4,4,esm1,-49.7,-76.2,8.66014132937057,standard,50-75 cm,49.7-76.2 cm
NCState,mean,BAU,CeC1-3,CeC1-3-4,4,esm2,-49.1709274648779,-79.1427370318038,7.01045206397967,standard,50-75 cm,49.2-79.1 cm
NCState,mean,BAU,CeC1-3,CeC1-3-5,5,esm1,-76.2,-102.6,6.52147183195154,standard,75-100 cm,76.2-102.6 cm
NCState,mean,BAU,CeC1-3,CeC1-3-5,5,esm2,-79.1427370318038,-101.712080764563,7.12374886463634,standard,75-100 cm,79.1-101.7 cm
NCState,mean,BAU,CeC2-1,CeC2-1-1,1,esm1,0,-11.3,20.296136807782,standard,0-10 cm,0-11.3 cm
NCState,mean,BAU,CeC2-1,CeC2-1-1,1,esm2,0,-11.6099640443018,21.801826267792,standard,0-10 cm,0-11.6 cm
NCState,mean,BAU,CeC2-1,CeC2-1-2,2,esm1,-11.3,-31.1,26.7507431924162,standard,10-30 cm,11.3-31.1 cm
NCState,mean,BAU,CeC2-1,CeC2-1-2,2,esm2,-11.6099640443018,-31.6414912882741,22.8049143430667,standard,10-30 cm,11.6-31.6 cm
NCState,mean,BAU,CeC2-1,CeC2-1-3,3,esm1,-31.1,-48.2,25.5158235448121,standard,30-50 cm,31.1-48.2 cm
NCState,mean,BAU,CeC2-1,CeC2-1-3,3,esm2,-31.6414912882741,-46.9740168719462,33.4875056975683,standard,30-50 cm,31.6-47 cm
NCState,mean,BAU,CeC2-1,CeC2-1-4,4,esm1,-48.2,-73,14.8049131788812,standard,50-75 cm,48.2-73 cm
NCState,mean,BAU,CeC2-1,CeC2-1-4,4,esm2,-46.9740168719462,-67.0089912367383,21.8068887743645,standard,50-75 cm,47-67 cm
NCState,mean,BAU,CeC2-1,CeC2-1-5,5,esm1,-73,-98,14.9243076400012,standard,75-100 cm,73-98 cm
NCState,mean,BAU,CeC2-1,CeC2-1-5,5,esm2,-67.0089912367383,-96.9732723258849,3.58339283299681,standard,75-100 cm,67-97 cm
NCState,mean,BAU,CeC2-2,CeC2-2-1,1,esm1,0,-8.8,22.43562693686,standard,0-10 cm,0-8.8 cm
NCState,mean,BAU,CeC2-2,CeC2-2-1,1,esm2,0,-8.849001869439,22.7773483340335,standard,0-10 cm,0-8.8 cm
NCState,mean,BAU,CeC2-2,CeC2-2-2,2,esm1,-8.8,-25.7,25.3626735702603,standard,10-30 cm,8.8-25.7 cm
NCState,mean,BAU,CeC2-2,CeC2-2-2,2,esm2,-8.849001869439,-26.2512704703772,28.0251715791198,standard,10-30 cm,8.8-26.3 cm
NCState,mean,BAU,CeC2-2,CeC2-2-3,3,esm1,-25.7,-43.9,16.2884195050565,standard,30-50 cm,25.7-43.9 cm
NCState,mean,BAU,CeC2-2,CeC2-2-3,3,esm2,-26.2512704703772,-43.0758014144917,15.3092225959895,standard,30-50 cm,26.3-43.1 cm
NCState,mean,BAU,CeC2-2,CeC2-2-4,4,esm1,-43.9,-69.1,10.2549026609418,standard,50-75 cm,43.9-69.1 cm
NCState,mean,BAU,CeC2-2,CeC2-2-4,4,esm2,-43.0758014144917,-69.4321894048666,7.27673024142084,standard,50-75 cm,43.1-69.4 cm
NCState,mean,BAU,CeC2-2,CeC2-2-5,5,esm1,-69.1,-94.8,10.7100256532316,standard,75-100 cm,69.1-94.8 cm
NCState,mean,BAU,CeC2-2,CeC2-2-5,5,esm2,-69.4321894048666,-95.2590124693758,10.134942823837,standard,75-100 cm,69.4-95.3 cm
NCState,mean,BAU,CeC2-3,CeC2-3-1,1,esm1,0,-9.9,21.42524745071,standard,0-10 cm,0-9.9 cm
