dsp_pedon_id,dsp_plot_id,pedon_num,date_sampled,pedon_x,pedon_y,target_soil_name,soil_sampled_name,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,soc_stock_0_30cm,soc_stock_30_50cm,soc_stock_50_100cm,soc_stock_100cm
CVT-2-3,CVT-2,c,NA,-101.947051,32.774988,NA,Amarillo,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,7.591,5.481,14.962499999999999,28.034499999999998
CVT-3-1,CVT-3,a,NA,-101.947185,32.775734,NA,Amarillo,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,9.437,4.3785,8.362499999999999,22.177999999999997
CVT-3-2,CVT-3,b,NA,-101.947185,32.775734,NA,Amarillo,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.2775,6.611,12.575,29.4635
CVT-3-3,CVT-3,c,NA,-101.947185,32.775734,NA,Amarillo,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,9.062500000000002,5.979,13.042499999999999,28.084000000000003
NAT-1-1,NAT-1,1,NA,-102.406408,32.060626,NA,Amarillo,57,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,11.946000000000002,7.68,17.571,37.197
NAT-2-2,NAT-2,2,NA,-102.406791,33.059817,NA,Amarillo,58,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,10.132499999999999,8.5,22,40.6325
NAT-3-3,NAT-3,3,NA,-102.406186,33.060119,NA,Amarillo,59,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,13.674,5.247999999999999,18.184,37.105999999999995
NTM-1-1,NTM-1,a,NA,-101.946881,32.774275,NA,Amarillo,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.012,3.7119999999999997,8.325,23.049
NTM-1-2,NTM-1,b,NA,-101.946881,32.774275,NA,Amarillo,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.119,4.41,9.925,25.454
NTM-1-3,NTM-1,c,NA,-101.946881,32.774275,NA,Amarillo,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.7985,5.908,13.885,30.591500000000003
NTM-2-1,NTM-2,a,NA,-101.947229,32.775004,NA,Amarillo,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.214500000000001,4.6525,12.41,28.277
NTM-2-2,NTM-2,b,NA,-101.947229,32.775004,NA,Amarillo,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,13.892000000000001,5.377999999999999,12.35,31.619999999999997
NTM-2-3,NTM-2,c,NA,-101.947229,32.775004,NA,Amarillo,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,15.077,5.3260000000000005,12.842500000000001,33.2455
NTM-3-1,NTM-3,a,NA,-101.94738,32.775739,NA,Amarillo,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,12.6325,6.428,16.74,35.8005
NTM-3-2,NTM-3,b,NA,-101.94738,32.775739,NA,Amarillo,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,15.132,5.6819999999999995,21.805,42.619
NTM-3-3,NTM-3,c,NA,-101.94738,32.775739,NA,Amarillo,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,9.810500000000001,4.0365,7.675,21.522000000000002
NTR-1-1,NTR-1,a,NA,-101.947399,32.775007,NA,Amarillo,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.7605,5.122999999999999,12.4475,28.331
NTR-1-2,NTR-1,b,NA,-101.947399,32.775007,NA,Amarillo,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.57,5.0280000000000005,12.835000000000003,29.433
NTR-1-3,NTR-1,c,NA,-101.947399,32.775007,NA,Amarillo,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,13.49,4.6935,13.537500000000001,31.721000000000004
NTR-2-1,NTR-2,a,NA,-101.947399,32.775007,NA,Amarillo,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.276,4.423500000000001,11.31,26.009500000000003
NTR-2-2,NTR-2,b,NA,-101.947399,32.775007,NA,Amarillo,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,12.172,5.34,12.084999999999999,29.597
NTR-2-3,NTR-2,c,NA,-101.947399,32.775007,NA,Amarillo,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.771,6.218,17.01,33.999
NTR-3-1,NTR-3,a,NA,-101.947009,32.775683,NA,Amarillo,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,13.338000000000001,6.6855,13.4675,33.491
NTR-3-2,NTR-3,b,NA,-101.947009,32.775683,NA,Amarillo,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,14.125,8.2545,20.505,42.8845
NTR-3-3,NTR-3,c,NA,-101.947009,32.775683,NA,Amarillo,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.5725,4.9094999999999995,11.6125,28.0945
MT-1-1,MT-1,NA,NA,-102.093806,35.18025,NA,Pullman,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-1-2,MT-1,NA,NA,-102.093806,35.18025,NA,Pullman,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-1-3,MT-1,NA,NA,-102.093806,35.18025,NA,Pullman,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-2-1,MT-2,NA,NA,-102.093806,35.18025,NA,Pullman,55,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,mulch tillage fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-2-2,MT-2,NA,NA,-102.093806,35.18025,NA,Pullman,55,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,mulch tillage fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-2-3,MT-2,NA,NA,-102.093806,35.18025,NA,Pullman,55,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,mulch tillage fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-3-1,MT-3,NA,NA,-102.093806,35.18025,NA,Pullman,56,BAU,BAU,CROP,Till,mulch tillage wheat,mulch tillage wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-3-2,MT-3,NA,NA,-102.093806,35.18025,NA,Pullman,56,BAU,BAU,CROP,Till,mulch tillage wheat,mulch tillage wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
MT-3-3,MT-3,NA,NA,-102.093806,35.18025,NA,Pullman,56,BAU,BAU,CROP,Till,mulch tillage wheat,mulch tillage wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-1-1,NT-1,NA,NA,-102.093806,35.18025,NA,Pullman,60,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-1-2,NT-1,NA,NA,-102.093806,35.18025,NA,Pullman,60,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-1-3,NT-1,NA,NA,-102.093806,35.18025,NA,Pullman,60,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-2-1,NT-2,NA,NA,-102.093806,35.18025,NA,Pullman,61,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,no-till fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-2-2,NT-2,NA,NA,-102.093806,35.18025,NA,Pullman,61,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,no-till fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-2-3,NT-2,NA,NA,-102.093806,35.18025,NA,Pullman,61,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,no-till fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-3-1,NT-3,NA,NA,-102.093806,35.18025,NA,Pullman,62,SHM - no-till,SHM,CROP,No-till,no-till wheat,no-till wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-3-2,NT-3,NA,NA,-102.093806,35.18025,NA,Pullman,62,SHM - no-till,SHM,CROP,No-till,no-till wheat,no-till wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
NT-3-3,NT-3,NA,NA,-102.093806,35.18025,NA,Pullman,62,SHM - no-till,SHM,CROP,No-till,no-till wheat,no-till wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
R-1-1,R-1,NA,NA,-102.093806,35.18025,NA,Pullman,83,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,Native,Reference,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
R-1-2,R-1,NA,NA,-102.093806,35.18025,NA,Pullman,83,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,Native,Reference,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
R-1-3,R-1,NA,NA,-102.093806,35.18025,NA,Pullman,83,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,Native,Reference,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
R-2-1,R-2,NA,NA,-102.093806,35.18025,NA,Pullman,84,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,Native with introduced species,ALT,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
R-2-2,R-2,NA,NA,-102.093806,35.18025,NA,Pullman,84,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,Native with introduced species,ALT,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
R-2-3,R-2,NA,NA,-102.093806,35.18025,NA,Pullman,84,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,Native with introduced species,ALT,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA
JoF1-1,JoF1,1,4/24/2019,-123.2972812,44.6361175,Jory,NA,37,Ref - Forest,Ref,FOREST,Perennial,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle.",Reference,OSU1,OregonState,Jory,82.2679725,36.383880000000005,33.522,152.1738525
JoF1-2,JoF1,2,4/24/2019,-123.2973802,44.6362175,Jory,NA,37,Ref - Forest,Ref,FOREST,Perennial,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle.",Reference,OSU1,OregonState,Jory,106.90661,56.4542,52.910000000000004,216.27081
JoF1-3,JoF1,3,4/24/2019,-123.2974823,44.6358175,Jory,NA,37,Ref - Forest,Ref,FOREST,Perennial,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle.",Reference,OSU1,OregonState,Jory,131.70596999999998,62.84,80.66000000000001,275.20597
JoF2-1,JoF2,1,5/13/2019,-123.355451,44.918413,Jory,NA,38,Ref - Forest,Ref,FOREST,Perennial,Forest,Douglas fir trees were last harvested 25 years ago,Reference,OSU2,OregonState,Jory,79.2221675,33.761919999999996,56.58592,169.57000749999997
JoF2-2,JoF2,2,5/13/2019,-123.355551,44.918544,Jory,NA,38,Ref - Forest,Ref,FOREST,Perennial,Forest,Douglas fir trees were last harvested 25 years ago,Reference,OSU2,OregonState,Jory,132.59575,50.779199999999996,91.1208,274.49575000000004
JoF2-3,JoF2,3,5/13/2019,-123.355451,44.918514,Jory,NA,38,Ref - Forest,Ref,FOREST,Perennial,Forest,Douglas fir trees were last harvested 25 years ago,Reference,OSU2,OregonState,Jory,124.22655000000002,52.653600000000004,90.99144,267.87159
JoF3-1,JoF3,1,5/31/2019,-123.41895,44.74261,Jory,NA,39,Ref - Forest,Ref,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",Reference,OSU10,OregonState,Jory,77.944366,46.2430661,41.443704000000004,165.6311361
JoF3-2,JoF3,2,5/31/2019,-123.41905,44.74261,Jory,NA,39,Ref - Forest,Ref,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",Reference,OSU10,OregonState,Jory,162.0173,96.18581,62.678399999999996,320.88151000000005
JoF3-3,JoF3,3,5/31/2019,-123.41875,44.74261,Jory,NA,39,Ref - Forest,Ref,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",Reference,OSU10,OregonState,Jory,135.0907,76.67450000000001,57.8952,269.6604
JoV1-1,JoV1,1,5/21/2019,-123.07116,45.24882,Jory,NA,40,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,AG-CROP,OSU4,OregonState,Jory,76.5227175,34.261086,59.99328899999999,170.77709249999998
JoV1-2,JoV1,2,5/21/2019,-123.07126,45.24882,Jory,NA,40,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,AG-CROP,OSU4,OregonState,Jory,103.78620000000001,42.878640000000004,67.79181,214.45665000000002
JoV1-3,JoV1,3,5/21/2019,-123.07096,45.24912,Jory,NA,40,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,AG-CROP,OSU4,OregonState,Jory,89.00744999999999,42.36736,104.18776,235.56257
JoV2-1,JoV2,1,6/11/2019,-123.049801,45.251054,Jory,NA,41,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",AG-CROP,OSU11,OregonState,Jory,55.11618,17.072850000000003,27.256259999999997,99.44529
JoV2-2,JoV2,2,6/11/2019,-123.049901,45.250954,Jory,NA,41,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",AG-CROP,OSU11,OregonState,Jory,55.076350000000005,24.1648,48.8672,128.10835
JoV2-3,JoV2,3,6/11/2019,-123.049601,45.251354,Jory,NA,41,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",AG-CROP,OSU11,OregonState,Jory,NA,NA,NA,NA
JoV3-1,JoV3,1,7/8/2019,-123.130763,45.037101,Jory,NA,42,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",AG-CROP,OSU14,OregonState,Jory,71.66476200000001,38.337936000000006,64.61040080000001,174.61309880000002
JoV3-2,JoV3,2,7/8/2019,-123.130863,45.037201,Jory,NA,42,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",AG-CROP,OSU14,OregonState,Jory,88.71490000000001,50.67880000000001,77.76064,217.15434000000002
JoV3-3,JoV3,3,7/8/2019,-123.130563,45.037101,Jory,NA,42,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",AG-CROP,OSU14,OregonState,Jory,94.43110000000001,52.28680000000001,75.74384,222.46174000000002
JoXT1-1,JoXT1,1,5/29/2019,-123.33523,44.4319,Jory,NA,43,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",AG-CROP,OSU9,OregonState,Jory,83.567955,28.284497999999996,41.003515500000006,152.85596850000002
JoXT1-2,JoXT1,2,5/29/2019,-123.33533,44.4318,Jory,NA,43,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",AG-CROP,OSU9,OregonState,Jory,117.10475,46.08112,70.51798000000001,233.70385
JoXT1-3,JoXT1,3,5/29/2019,-123.33503,44.4316,Jory,NA,43,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",AG-CROP,OSU9,OregonState,Jory,127.20385,42.06887999999999,56.4039,225.67663
JoXT2-1,JoXT2,1,6/28/2019,-123.13708,45.04997,Jory,NA,44,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",AG-CROP,OSU12,OregonState,Jory,73.2138364,44.605540000000005,56.480179,174.2995554
JoXT2-2,JoXT2,2,6/28/2019,-123.13718,45.04987,Jory,NA,44,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",AG-CROP,OSU12,OregonState,Jory,84.75846,48.013000000000005,79.68415,212.45560999999998
JoXT2-3,JoXT2,3,6/28/2019,-123.13688,45.04997,Jory,NA,44,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",AG-CROP,OSU12,OregonState,Jory,82.00167,39.0488,56.760479999999994,177.81095
JoXT3-1,JoXT3,1,7/1/2019,-122.90909,44.910377,Jory,NA,45,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",AG-CROP,OSU13,OregonState,Jory,76.5152195,24.131520000000002,37.22166,137.8683995
JoXT3-2,JoXT3,2,7/1/2019,-122.90899,44.910277,Jory,NA,45,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",AG-CROP,OSU13,OregonState,Jory,96.15193,36.2628,31.973799999999997,164.38853
JoXT3-3,JoXT3,3,7/1/2019,-122.90889,44.910077,Jory,NA,45,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",AG-CROP,OSU13,OregonState,Jory,100.94998999999999,38.4048,50.2268,189.58158999999998
WoCT1-1,WoCT1,1,5/22/2019,-122.964818,45.231102,Woodburn,NA,86,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",AG-CROP,OSU6,OregonState,Woodburn,44.790975,11.2789278,16.620721,72.6906238
WoCT1-2,WoCT1,2,5/22/2019,-122.964718,45.231202,Woodburn,NA,86,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",AG-CROP,OSU6,OregonState,Woodburn,58.50337,14.839080000000001,21.895500000000002,95.23795
WoCT1-3,WoCT1,3,5/22/2019,-122.964618,45.231402,Woodburn,NA,86,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",AG-CROP,OSU6,OregonState,Woodburn,53.94881,13.662180000000001,19.2945,86.90549
WoCT2-1,WoCT2,1,7/15/2019,-122.842842,45.014134,Woodburn,NA,87,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",AG-CROP,OSU16,OregonState,Woodburn,73.428065,27.0541,34.64194,135.12410500000001
WoCT2-2,WoCT2,2,7/15/2019,-122.842742,45.014034,Woodburn,NA,87,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",AG-CROP,OSU16,OregonState,Woodburn,88.60885,44.138000000000005,52.1792,184.92605
WoCT2-3,WoCT2,3,7/15/2019,-122.843042,45.013834,Woodburn,NA,87,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",AG-CROP,OSU16,OregonState,Woodburn,93.8544,38.019,41.6046,173.478
WoCT3-1,WoCT3,1,7/16/2019,-123.06167,45.1251,Woodburn,NA,88,BAU - Conventional till,BAU,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,AG-CROP,OSU17,OregonState,Woodburn,52.372682999999995,12.640319999999999,16.304109,81.317112
WoCT3-2,WoCT3,2,7/16/2019,-123.06201,45.1251,Woodburn,NA,88,BAU - Conventional till,BAU,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,AG-CROP,OSU17,OregonState,Woodburn,54.98138,15.554000000000002,18.174480000000003,88.70986
WoCT3-3,WoCT3,3,7/16/2019,-123.06134,45.1248,Woodburn,NA,88,BAU - Conventional till,BAU,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,AG-CROP,OSU17,OregonState,Woodburn,57.00317,24.147199999999998,25.40685,106.55722
WoH1-1,WoH1,1,5/22/2019,-122.96961,45.2279,Woodburn,NA,89,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",Reference,OSU5,OregonState,Woodburn,73.49241119999999,28.669824,24.009378700000003,126.1716139
WoH1-2,WoH1,2,5/22/2019,-122.96961,45.2278,Woodburn,NA,89,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",Reference,OSU5,OregonState,Woodburn,92.62563,14.7456,18.81991,126.19113999999999
WoH1-3,WoH1,3,5/22/2019,-122.96981,45.2279,Woodburn,NA,89,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",Reference,OSU5,OregonState,Woodburn,60.09937,10.3104,15.64169,86.05145999999999
WoH2-1,WoH2,1,5/28/2019,-123.213416,45.074334,Woodburn,NA,90,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",Reference,OSU8,OregonState,Woodburn,79.17801,28.003080000000004,25.293408,132.474498
WoH2-2,WoH2,2,5/28/2019,-123.213516,45.074334,Woodburn,NA,90,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",Reference,OSU8,OregonState,Woodburn,67.7877,31.65648,33.85368,133.29786000000001
WoH2-3,WoH2,3,5/28/2019,-123.213616,45.074334,Woodburn,NA,90,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",Reference,OSU8,OregonState,Woodburn,60.713499999999996,27.42408,26.533079999999998,114.67066
WoH3-1,WoH3,1,7/9/2019,-122.86279,44.94845,Woodburn,NA,91,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",Reference,OSU15,OregonState,Woodburn,33.76306,13.228575,12.478921999999999,59.470557
WoH3-2,WoH3,2,7/9/2019,-122.86289,44.94855,Woodburn,NA,91,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",Reference,OSU15,OregonState,Woodburn,59.8962,16.876800000000003,16.36135,93.13435
WoH3-3,WoH3,3,7/9/2019,-122.86259,44.94815,Woodburn,NA,91,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",Reference,OSU15,OregonState,Woodburn,83.8698,29.06455,25.436499999999995,138.37085
