dsp_pedon_id,dsp_plot_id,label_full,label,lu,till,trt,project,soil,site,pedon_x,pedon_y,map,mat,climate
AX3-1,AX3,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,UTRGV,Hidalgo,UTRGV3,-97.845711,26.449237,660.111999511719,23.5999984741211,warm_dry
AX3-2,AX3,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,UTRGV,Hidalgo,UTRGV3,-97.84310718,26.45138326,660.111999511719,23.5999984741211,warm_dry
AX3-3,AX3,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,UTRGV,Hidalgo,UTRGV3,-97.842418,26.451224,660.111999511719,23.5999984741211,warm_dry
AY1-1,AY1,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV4,-97.87775,26.429164,652.555969238281,23.6499996185303,warm_dry
AY1-2,AY1,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV4,-97.876675,26.428431,652.555969238281,23.6499996185303,warm_dry
AY1-3,AY1,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV4,-97.878012,26.423498,652.555969238281,23.6499996185303,warm_dry
AY2-1,AY2,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV5,-97.87736,26.417867,651.169982910156,23.6499996185303,warm_dry
AY2-2,AY2,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV5,-97.877546,26.408338,649.755981445312,23.6499996185303,warm_dry
AY2-3,AY2,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV5,-97.867819,26.408107,651.102905273438,23.6499996185303,warm_dry
AY3-1,AY3,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV6,-97.894115,26.378011,642.989990234375,23.6800003051758,warm_dry
AY3-2,AY3,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV6,-97.882158,26.371559,644.010009765625,23.6800003051758,warm_dry
AY3-3,AY3,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,UTRGV,Hidalgo,UTRGV6,-97.881485,26.371856,644.010009765625,23.6800003051758,warm_dry
AZ1-1,AZ1,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV7,-97.814156,26.442916,661.257995605469,23.5900001525879,warm_dry
AZ1-2,AZ1,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV7,-97.81413,26.440373,661.257995605469,23.5900001525879,warm_dry
AZ1-3,AZ1,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV7,-97.814157,26.441954,661.257995605469,23.5900001525879,warm_dry
AZ2-1,AZ2,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV8,-97.857232,26.358343,645.055969238281,23.6700000762939,warm_dry
AZ2-2,AZ2,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV8,-97.846311,26.358388,645.839965820312,23.6700000762939,warm_dry
AZ2-3,AZ2,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV8,-97.85824,26.36504,645.898010253906,23.6800003051758,warm_dry
AZ3-1,AZ3,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV9,-97.852623,26.389298,650.464965820312,23.6499996185303,warm_dry
AZ3-2,AZ3,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV9,-97.852666,26.387731,650.464965820312,23.6499996185303,warm_dry
AZ3-3,AZ3,BAU - Strip Till,BAU,CROP,Till,Strip Till,UTRGV,Hidalgo,UTRGV9,-97.849146,26.387833,650.464965820312,23.6499996185303,warm_dry
CVT-1-1,CVT-1,BAU,BAU,CROP,Till,Conv Till - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.9472,32.774177,441.817993164062,16.4099998474121,warm_dry
CVT-1-2,CVT-1,BAU,BAU,CROP,Till,Conv Till - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.9472,32.774177,441.817993164062,16.4099998474121,warm_dry
CVT-1-3,CVT-1,BAU,BAU,CROP,Till,Conv Till - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.9472,32.774177,441.817993164062,16.4099998474121,warm_dry
CVT-2-1,CVT-2,BAU,BAU,CROP,Till,Conv Till - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947051,32.774988,441.817993164062,16.4099998474121,warm_dry
CVT-2-2,CVT-2,BAU,BAU,CROP,Till,Conv Till - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947051,32.774988,441.817993164062,16.4099998474121,warm_dry
CVT-2-3,CVT-2,BAU,BAU,CROP,Till,Conv Till - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947051,32.774988,441.817993164062,16.4099998474121,warm_dry
CVT-3-1,CVT-3,BAU,BAU,CROP,Till,Conv Till - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.947185,32.775734,441.817993164062,16.4099998474121,warm_dry
CVT-3-2,CVT-3,BAU,BAU,CROP,Till,Conv Till - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.947185,32.775734,441.817993164062,16.4099998474121,warm_dry
CVT-3-3,CVT-3,BAU,BAU,CROP,Till,Conv Till - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.947185,32.775734,441.817993164062,16.4099998474121,warm_dry
NAT-1-1,NAT-1,Ref - Native,Ref,GRASS,Perennial,Rangland,TexasA&MPt-1,Amarillo,Wellman,-102.406408,32.060626,354.966003417969,18.0100002288818,warm_dry
NAT-2-2,NAT-2,Ref - Native,Ref,GRASS,Perennial,Rangland,TexasA&MPt-1,Amarillo,Wellman,-102.406791,33.059817,439.466003417969,16.0699996948242,warm_dry
NAT-3-3,NAT-3,Ref - Native,Ref,GRASS,Perennial,Rangland,TexasA&MPt-1,Amarillo,Wellman,-102.406186,33.060119,439.466003417969,16.0699996948242,warm_dry
NTM-1-1,NTM-1,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.946881,32.774275,441.817993164062,16.4099998474121,warm_dry
NTM-1-2,NTM-1,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.946881,32.774275,441.817993164062,16.4099998474121,warm_dry
NTM-1-3,NTM-1,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.946881,32.774275,441.817993164062,16.4099998474121,warm_dry
NTM-2-1,NTM-2,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947229,32.775004,441.817993164062,16.4099998474121,warm_dry
NTM-2-2,NTM-2,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947229,32.775004,441.817993164062,16.4099998474121,warm_dry
NTM-2-3,NTM-2,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947229,32.775004,441.817993164062,16.4099998474121,warm_dry
NTM-3-1,NTM-3,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.94738,32.775739,441.817993164062,16.4099998474121,warm_dry
NTM-3-2,NTM-3,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.94738,32.775739,441.817993164062,16.4099998474121,warm_dry
NTM-3-3,NTM-3,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.94738,32.775739,441.817993164062,16.4099998474121,warm_dry
NTR-1-1,NTR-1,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.947399,32.775007,441.817993164062,16.4099998474121,warm_dry
NTR-1-2,NTR-1,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.947399,32.775007,441.817993164062,16.4099998474121,warm_dry
NTR-1-3,NTR-1,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,TexasA&MPt-1,Amarillo,Lamesa,-101.947399,32.775007,441.817993164062,16.4099998474121,warm_dry
NTR-2-1,NTR-2,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947399,32.775007,441.817993164062,16.4099998474121,warm_dry
NTR-2-2,NTR-2,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947399,32.775007,441.817993164062,16.4099998474121,warm_dry
NTR-2-3,NTR-2,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,TexasA&MPt-1,Amarillo,Lamesa,-101.947399,32.775007,441.817993164062,16.4099998474121,warm_dry
NTR-3-1,NTR-3,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.947009,32.775683,441.817993164062,16.4099998474121,warm_dry
NTR-3-2,NTR-3,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.947009,32.775683,441.817993164062,16.4099998474121,warm_dry
NTR-3-3,NTR-3,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,TexasA&MPt-1,Amarillo,Lamesa,-101.947009,32.775683,441.817993164062,16.4099998474121,warm_dry
MT-1-1,MT-1,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-1-2,MT-1,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-1-3,MT-1,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-2-1,MT-2,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-2-2,MT-2,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-2-3,MT-2,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-3-1,MT-3,BAU,BAU,CROP,Till,mulch tillage wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-3-2,MT-3,BAU,BAU,CROP,Till,mulch tillage wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
MT-3-3,MT-3,BAU,BAU,CROP,Till,mulch tillage wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-1-1,NT-1,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-1-2,NT-1,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-1-3,NT-1,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-2-1,NT-2,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-2-2,NT-2,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-2-3,NT-2,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-3-1,NT-3,SHM - no-till,SHM,CROP,No-till,no-till wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-3-2,NT-3,SHM - no-till,SHM,CROP,No-till,no-till wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
NT-3-3,NT-3,SHM - no-till,SHM,CROP,No-till,no-till wheat,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
R-1-1,R-1,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
R-1-2,R-1,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
R-1-3,R-1,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
R-2-1,R-2,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
R-2-2,R-2,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
R-2-3,R-2,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,TexasA&MPt-2,Pullman,NA,-102.093806,35.18025,469.126983642578,13.7299995422363,cool_dry
JoF1-1,JoF1,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU1,-123.2972812,44.6361175,1430.36193847656,10.8400001525879,cool_wet
JoF1-2,JoF1,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU1,-123.2973802,44.6362175,1430.36193847656,10.8400001525879,cool_wet
JoF1-3,JoF1,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU1,-123.2974823,44.6358175,1430.36193847656,10.8400001525879,cool_wet
JoF2-1,JoF2,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU2,-123.355451,44.918413,1427.63098144531,11.1499996185303,cool_wet
JoF2-2,JoF2,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU2,-123.355551,44.918544,1427.63098144531,11.1499996185303,cool_wet
JoF2-3,JoF2,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU2,-123.355451,44.918514,1427.63098144531,11.1499996185303,cool_wet
JoF3-1,JoF3,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU10,-123.41895,44.74261,1476.49792480469,11.1899995803833,cool_wet
JoF3-2,JoF3,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU10,-123.41905,44.74261,1476.49792480469,11.1899995803833,cool_wet
JoF3-3,JoF3,Ref - Forest,Ref,FOREST,Perennial,Forest,OregonState,Jory,OSU10,-123.41875,44.74261,1476.49792480469,11.1899995803833,cool_wet
JoV1-1,JoV1,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU4,-123.07116,45.24882,1227.9619140625,11.3299999237061,cool_wet
JoV1-2,JoV1,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU4,-123.07126,45.24882,1227.9619140625,11.3299999237061,cool_wet
JoV1-3,JoV1,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU4,-123.07096,45.24912,1227.9619140625,11.3299999237061,cool_wet
JoV2-1,JoV2,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU11,-123.049801,45.251054,1188.17395019531,11.710000038147,cool_wet
JoV2-2,JoV2,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU11,-123.049901,45.250954,1188.17395019531,11.710000038147,cool_wet
JoV2-3,JoV2,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU11,-123.049601,45.251354,1188.17395019531,11.710000038147,cool_wet
JoV3-1,JoV3,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU14,-123.130763,45.037101,1205.05993652344,11.2199993133545,cool_wet
JoV3-2,JoV3,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU14,-123.130863,45.037201,1205.05993652344,11.2199993133545,cool_wet
JoV3-3,JoV3,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,OregonState,Jory,OSU14,-123.130563,45.037101,1205.05993652344,11.2199993133545,cool_wet
JoXT1-1,JoXT1,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU9,-123.33523,44.4319,1131.23486328125,11.2799997329712,cool_wet
JoXT1-2,JoXT1,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU9,-123.33533,44.4318,1131.23486328125,11.2799997329712,cool_wet
JoXT1-3,JoXT1,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU9,-123.33503,44.4316,1131.23486328125,11.2799997329712,cool_wet
JoXT2-1,JoXT2,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU12,-123.13708,45.04997,1312.6259765625,10.8000001907349,cool_wet
JoXT2-2,JoXT2,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU12,-123.13718,45.04987,1312.6259765625,10.8000001907349,cool_wet
JoXT2-3,JoXT2,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU12,-123.13688,45.04997,1312.6259765625,10.8000001907349,cool_wet
JoXT3-1,JoXT3,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU13,-122.90909,44.910377,1183.08081054688,11.4799995422363,cool_wet
JoXT3-2,JoXT3,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU13,-122.90899,44.910277,1183.08081054688,11.4799995422363,cool_wet
JoXT3-3,JoXT3,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,OregonState,Jory,OSU13,-122.90889,44.910077,1183.08081054688,11.4799995422363,cool_wet
WoCT1-1,WoCT1,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU6,-122.964818,45.231102,1080.23303222656,11.8800001144409,cool_wet
WoCT1-2,WoCT1,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU6,-122.964718,45.231202,1080.23303222656,11.8800001144409,cool_wet
WoCT1-3,WoCT1,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU6,-122.964618,45.231402,1080.23303222656,11.8800001144409,cool_wet
WoCT2-1,WoCT2,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU16,-122.842842,45.014134,1114.06896972656,11.8899993896484,cool_wet
WoCT2-2,WoCT2,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU16,-122.842742,45.014034,1114.06896972656,11.8899993896484,cool_wet
WoCT2-3,WoCT2,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU16,-122.843042,45.013834,1114.06896972656,11.8899993896484,cool_wet
WoCT3-1,WoCT3,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU17,-123.06167,45.1251,1089.77001953125,11.8499994277954,cool_wet
WoCT3-2,WoCT3,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU17,-123.06201,45.1251,1089.77001953125,11.8499994277954,cool_wet
WoCT3-3,WoCT3,BAU - Conventional till,BAU,CROP,Till,Conventional till,OregonState,Woodburn,OSU17,-123.06134,45.1248,1089.77001953125,11.8499994277954,cool_wet
WoH1-1,WoH1,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU5,-122.96961,45.2279,1083.07189941406,11.8800001144409,cool_wet
WoH1-2,WoH1,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU5,-122.96961,45.2278,1083.07189941406,11.8800001144409,cool_wet
WoH1-3,WoH1,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU5,-122.96981,45.2279,1083.07189941406,11.8800001144409,cool_wet
WoH2-1,WoH2,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU8,-123.213416,45.074334,1128.04699707031,11.8099994659424,cool_wet
WoH2-2,WoH2,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU8,-123.213516,45.074334,1128.04699707031,11.8099994659424,cool_wet
WoH2-3,WoH2,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU8,-123.213616,45.074334,1128.04699707031,11.8099994659424,cool_wet
WoH3-1,WoH3,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU15,-122.86279,44.94845,1122.87292480469,11.8199996948242,cool_wet
WoH3-2,WoH3,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU15,-122.86289,44.94855,1122.87292480469,11.8199996948242,cool_wet
WoH3-3,WoH3,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,OregonState,Woodburn,OSU15,-122.86259,44.94815,1122.87292480469,11.8199996948242,cool_wet
WoNT1-1,WoNT1,SHM - No-till,SHM,CROP,No-till,No-till,OregonState,Woodburn,OSU3,-123.27097,44.737333,1099.40295410156,11.6499996185303,cool_wet
WoNT1-2,WoNT1,SHM - No-till,SHM,CROP,No-till,No-till,OregonState,Woodburn,OSU3,-123.27107,44.737333,1099.40295410156,11.6499996185303,cool_wet
WoNT1-3,WoNT1,SHM - No-till,SHM,CROP,No-till,No-till,OregonState,Woodburn,OSU3,-123.27077,44.737633,1103.5009765625,11.5599994659424,cool_wet
WoNT2-1,WoNT2,SHM - No-till,SHM,GRASS,No-till,No-till,OregonState,Woodburn,OSU7,-123.21367,45.07067,1128.01098632812,11.8199996948242,cool_wet
WoNT2-2,WoNT2,SHM - No-till,SHM,GRASS,No-till,No-till,OregonState,Woodburn,OSU7,-123.21377,45.07057,1128.01098632812,11.8199996948242,cool_wet
WoNT2-3,WoNT2,SHM - No-till,SHM,GRASS,No-till,No-till,OregonState,Woodburn,OSU7,-123.21387,45.07097,1128.04699707031,11.8099994659424,cool_wet
WoNT3-1,WoNT3,SHM - No-till,SHM,CROP,No-till,No-till,OregonState,Woodburn,OSU18,-122.856544,44.950981,1134.88098144531,11.7699995040894,cool_wet
WoNT3-2,WoNT3,SHM - No-till,SHM,CROP,No-till,No-till,OregonState,Woodburn,OSU18,-122.856644,44.950981,1134.88098144531,11.7699995040894,cool_wet
WoNT3-3,WoNT3,SHM - No-till,SHM,CROP,No-till,No-till,OregonState,Woodburn,OSU18,-122.856744,44.950981,1134.88098144531,11.7699995040894,cool_wet
