project,ref_stat,ref_data,label,dsp_pedon_id,sample_id,layer,method,topdepth,depth,soil_mass_cum,soc_cum,soil_mass,soc,esm_depth,actual_depth
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-1,1,esm2,0,-3.85639100458969,512.035852740741,17.3898704915655,512.035852740741,17.3898704915655,0-5 cm,0-3.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-2,2,esm1,-3.7,-7.5,1092.825338,36.881981131682,587.140632230001,19.6942636672655,5-10 cm,3.7-7.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-2,2,esm2,-3.85639100458969,-7.61650770571113,1106.6965147963,37.5577981100432,594.660662055556,20.1679276184776,5-10 cm,3.9-7.6 cm
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-3,3,esm1,-7.5,-24.5,3614.15892149998,110.740279848871,2521.33358349998,73.8582987171889,10-30 cm,7.5-24.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-3,3,esm2,-7.61650770571113,-24.545876210843,3621.41047823333,111.238855776333,2514.71396343704,73.6810576662899,10-30 cm,7.6-24.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-4,4,esm1,-24.5,-50.5,7956.58655474993,200.711936016406,4342.42763324994,89.9716561675347,30-60 cm,24.5-50.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-5,ALT-5-4,4,esm2,-24.545876210843,-50.6791577579566,7964.07298584074,206.105389037399,4342.66250760741,94.8665332610659,30-60 cm,24.5-50.7 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-1,1,esm1,0,-4.5,511.503930899999,17.3895991388073,511.503930899999,17.3895991388073,0-5 cm,0-4.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-1,1,esm2,0,-4.54317777737395,512.035852740741,17.503060817221,512.035852740741,17.503060817221,0-5 cm,0-4.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-2,2,esm1,-4.5,-9,1106.2718894,35.718010883329,594.767958500001,18.3284117445217,5-10 cm,4.5-9 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-2,2,esm2,-4.54317777737395,-9.0531052029319,1106.6965147963,35.8707671448539,594.660662055556,18.3677063276328,5-10 cm,4.5-9.1 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-3,3,esm1,-9,-25.9,3612.91044218999,96.9097070783399,2506.63855278999,61.1916961950108,10-30 cm,9-25.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-3,3,esm2,-9.0531052029319,-25.9000281072466,3621.41047823333,99.2377921828647,2514.71396343704,63.3670250380109,10-30 cm,9.1-25.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-4,4,esm1,-25.9,-54.3,7956.14234431003,148.352438592632,4343.23190212003,51.4427315142919,30-60 cm,25.9-54.3 cm
UnivOfMinnesota,mean,project,SHM,ALT-6,ALT-6-4,4,esm2,-25.9000281072466,-55.0319973757526,7964.07298584074,151.922646865787,4342.66250760741,52.6848546829223,30-60 cm,25.9-55 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-1,1,esm1,0,-4.5,504.768633300001,15.5423309879403,504.768633300001,15.5423309879403,0-5 cm,0-4.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-1,1,esm2,0,-4.59372732327294,512.035852740741,15.6808048689275,512.035852740741,15.6808048689275,0-5 cm,0-4.6 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-2,2,esm1,-4.5,-9.2,1102.91295692,35.2086966080195,598.14432362,19.6663656200792,5-10 cm,4.5-9.2 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-2,2,esm2,-4.59372732327294,-9.26252106767638,1106.6965147963,35.3911977413238,594.660662055556,19.7103928723963,5-10 cm,4.6-9.3 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-3,3,esm1,-9.2,-26.6,3621.09077861999,99.6002625777786,2518.17782169999,64.3915659697592,10-30 cm,9.2-26.6 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-3,3,esm2,-9.26252106767638,-26.6117986568034,3621.41047823333,99.9235902332161,2514.71396343704,64.5323924918923,10-30 cm,9.3-26.6 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-4,4,esm1,-26.6,-54.5,7950.6807719001,162.31284642921,4329.58999328011,62.7125838514314,30-60 cm,26.6-54.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-7,ALT-7-4,4,esm2,-26.6117986568034,-54.7626749857582,7964.07298584074,163.198926339077,4342.66250760741,63.2753361058612,30-60 cm,26.6-54.8 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-1,1,esm1,0,-3.8,508.73046706,15.4140244214509,508.73046706,15.4140244214509,0-5 cm,0-3.8 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-1,1,esm2,0,-3.86274901964269,512.035852740741,15.2710955267211,512.035852740741,15.2710955267211,0-5 cm,0-3.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-2,2,esm1,-3.8,-8,1106.2298128,34.3057302032444,597.499345740002,18.8917057817934,5-10 cm,3.8-8 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-2,2,esm2,-3.86274901964269,-8.05268733395385,1106.6965147963,34.494115145001,594.660662055556,19.2230196182799,5-10 cm,3.9-8.1 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-3,3,esm1,-8,-23.9,3615.63401572001,94.117895636513,2509.40420292001,59.8121654332686,10-30 cm,8-23.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-3,3,esm2,-8.05268733395385,-23.9136106955253,3621.41047823333,94.7928505322504,2514.71396343704,60.2987353872494,10-30 cm,8.1-23.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-4,4,esm1,-23.9,-49.5,7948.36053599996,134.777693572958,4332.72652027995,40.659797936445,30-60 cm,23.9-49.5 cm
UnivOfMinnesota,mean,project,SHM,ALT-8,ALT-8-4,4,esm2,-23.9136106955253,-51.1646880763515,7964.07298584074,142.055914295278,4342.66250760741,47.2630637630275,30-60 cm,23.9-51.2 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-1,1,esm1,0,-3.9,508.38062808,15.4034246501959,508.38062808,15.4034246501959,0-5 cm,0-3.9 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-1,1,esm2,0,-3.98967300203557,512.035852740741,15.3199556429155,512.035852740741,15.3199556429155,0-5 cm,0-4 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-2,2,esm1,-3.9,-8,1096.9668998,33.9599998038514,588.586271719999,18.5565751536555,5-10 cm,3.9-8 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-2,2,esm2,-3.98967300203557,-8.11720532877998,1106.6965147963,34.4181222081488,594.660662055556,19.0981665652333,5-10 cm,4-8.1 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-3,3,esm1,-8,-24.1,3605.69667074999,94.8067203902452,2508.72977094999,60.8467205863938,10-30 cm,8-24.1 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-3,3,esm2,-8.11720532877998,-24.2346835613719,3621.41047823333,96.8938178208232,2514.71396343704,62.4756956126744,10-30 cm,8.1-24.2 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-4,4,esm1,-24.1,-51,7956.35513109999,164.797186434784,4350.65846035,69.990466044538607,30-60 cm,24.1-51 cm
UnivOfMinnesota,mean,project,SHM,ALT-9,ALT-9-4,4,esm2,-24.2346835613719,-51.3009893708199,7964.07298584074,165.537189150665,4342.66250760741,68.6433713298422,30-60 cm,24.2-51.3 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-1,1,esm1,0,-4.5,505.742411250001,14.4976119608925,505.742411250001,14.4976119608925,0-5 cm,0-4.5 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-1,1,esm2,0,-4.60071683020037,512.035852740741,14.7094105523555,512.035852740741,14.7094105523555,0-5 cm,0-4.6 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-2,2,esm1,-4.5,-9,1102.1062837,31.0349828383946,596.36387245,16.5373708775021,5-10 cm,4.5-9 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-2,2,esm2,-4.60071683020037,-9.0480175157816891,1106.6965147963,31.1593515804555,594.660662055556,16.4499410281,5-10 cm,4.6-9 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-3,3,esm1,-9,-28.4,3608.45450606002,90.2909718363726,2506.34822236002,59.255988997978,10-30 cm,9-28.4 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-3,3,esm2,-9.0480175157816891,-28.8498233954473,3621.41047823333,94.2399114505123,2514.71396343704,63.0805598700568,10-30 cm,9-28.8 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-4,4,esm1,-28.4,-57.1,7958.70542446005,123.467872281383,4350.25091840002,33.1769004450101,30-60 cm,28.4-57.1 cm
UnivOfMinnesota,mean,project,BAU,CON-1,CON-1-4,4,esm2,-28.8498233954473,-56.6058628265311,7964.07298584074,119.855168039701,4342.66250760741,25.6152565891892,30-60 cm,28.8-56.6 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-1,1,esm1,0,-3.9,500.30096337,14.6428085959131,500.30096337,14.6428085959131,0-5 cm,0-3.9 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-1,1,esm2,0,-3.97306422981384,512.035852740741,15.0841065802179,512.035852740741,15.0841065802179,0-5 cm,0-4 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-2,2,esm1,-3.9,-8.7,1102.92400035,31.5654967660351,602.62303698,16.922688170122,5-10 cm,3.9-8.7 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-2,2,esm2,-3.97306422981384,-8.73169831813572,1106.6965147963,31.7160626109625,594.660662055556,16.6319560307446,5-10 cm,4-8.7 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-3,3,esm1,-8.7,-27.4,3614.10761753998,92.6789008970046,2511.18361718998,61.1134041309694,10-30 cm,8.7-27.4 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-3,3,esm2,-8.73169831813572,-27.741059145083,3621.41047823333,95.6906884740584,2514.71396343704,63.9746258630959,10-30 cm,8.7-27.7 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-4,4,esm1,-27.4,-54.7,7945.53261187999,142.674093726359,4331.42499434001,49.9951928293543,30-60 cm,27.4-54.7 cm
UnivOfMinnesota,mean,project,BAU,CON-2,CON-2-4,4,esm2,-27.741059145083,-54.8660722052505,7964.07298584074,142.916917028227,4342.66250760741,47.2262285541685,30-60 cm,27.7-54.9 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-1,1,esm1,0,-4.4,508.3952588,14.0449274196088,508.3952588,14.0449274196088,0-5 cm,0-4.4 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-1,1,esm2,0,-4.44873950212313,512.035852740741,14.0867999728134,512.035852740741,14.0867999728134,0-5 cm,0-4.4 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-2,2,esm1,-4.4,-9.3,1106.5792849,30.9833969539694,598.184026099999,16.9384695343606,5-10 cm,4.4-9.3 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-2,2,esm2,-4.44873950212313,-9.31469467572644,1106.6965147963,31.0503594847369,594.660662055556,16.9635595119235,5-10 cm,4.4-9.3 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-3,3,esm1,-9.3,-28.4,3619.02865880001,77.2598688769058,2512.44937390001,46.2764719229364,10-30 cm,9.3-28.4 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-3,3,esm2,-9.31469467572644,-28.4588429545738,3621.41047823333,78.3756231943963,2514.71396343704,47.3252637096594,10-30 cm,9.3-28.5 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-4,4,esm1,-28.4,-57.6,7963.16031438002,104.180501171587,4344.13165558001,26.9206322946816,30-60 cm,28.4-57.6 cm
UnivOfMinnesota,mean,project,BAU,CON-3,CON-3-4,4,esm2,-28.4588429545738,-57.8066131107294,7964.07298584074,104.466382204815,4342.66250760741,26.0907590104191,30-60 cm,28.5-57.8 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-1,1,esm1,0,-5.2,500.728508139999,15.8572422699578,500.728508139999,15.8572422699578,0-5 cm,0-5.2 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-1,1,esm2,0,-5.32598985712317,512.035852740741,16.2231706254423,512.035852740741,16.2231706254423,0-5 cm,0-5.3 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-2,2,esm1,-5.2,-10.2,1096.15338828,32.4509723192969,595.42488014,16.5937300493391,5-10 cm,5.2-10.2 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-2,2,esm2,-5.32598985712317,-10.3063755224148,1106.6965147963,32.7905343922225,594.660662055556,16.5673637667802,5-10 cm,5.3-10.3 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-3,3,esm1,-10.2,-27.6,3612.79528489999,91.1971252490245,2516.64189661999,58.7461529297276,10-30 cm,10.2-27.6 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-3,3,esm2,-10.3063755224148,-27.6162359622404,3621.41047823333,94.7843258152888,2514.71396343704,61.9937914230663,10-30 cm,10.3-27.6 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-4,4,esm1,-27.6,-55.5,7952.41660299996,124.543672038425,4339.62131809997,33.3465467894009,30-60 cm,27.6-55.5 cm
UnivOfMinnesota,mean,project,BAU,CON-4,CON-4-4,4,esm2,-27.6162359622404,-56.8032658030478,7964.07298584074,122.795401347073,4342.66250760741,28.0110755317845,30-60 cm,27.6-56.8 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-1,1,esm1,0,-5.2,503.76236896,15.7556379878022,503.76236896,15.7556379878022,0-5 cm,0-5.2 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-1,1,esm2,0,-5.29541283873861,512.035852740741,16.0229704429669,512.035852740741,16.0229704429669,0-5 cm,0-5.3 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-2,2,esm1,-5.2,-10.6,1106.00522614,33.3993262024929,602.24285718,17.6436882146907,5-10 cm,5.2-10.6 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-2,2,esm2,-5.29541283873861,-10.7811707604374,1106.6965147963,33.7502428210259,594.660662055556,17.727272378059,5-10 cm,5.3-10.8 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-3,3,esm1,-10.6,-27.5,3615.24563059999,85.5727725897261,2509.24040445999,52.1734463872331,10-30 cm,10.6-27.5 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-3,3,esm2,-10.7811707604374,-26.9211815680724,3621.41047823333,91.6636673278068,2514.71396343704,57.9134245067809,10-30 cm,10.8-26.9 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-4,4,esm1,-27.5,-58.1,7959.70915285992,122.684007869385,4344.46352225993,37.1112352796584,30-60 cm,27.5-58.1 cm
UnivOfMinnesota,mean,project,BAU,CON-5,CON-5-4,4,esm2,-26.9211815680724,-58.8205775936188,7964.07298584074,122.785054650202,4342.66250760741,31.1213873223953,30-60 cm,26.9-58.8 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-1,1,esm1,0,-4.3,505.25909063,16.0055974729771,505.25909063,16.0055974729771,0-5 cm,0-4.3 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-1,1,esm2,0,-4.39274009099191,512.035852740741,16.2817549763203,512.035852740741,16.2817549763203,0-5 cm,0-4.4 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-2,2,esm1,-4.3,-9,1096.1180229,33.760032822033,590.858932270001,17.7544353490558,5-10 cm,4.3-9 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-2,2,esm2,-4.39274009099191,-9.06877863811538,1106.6965147963,34.1558899357637,594.660662055556,17.8741349594435,5-10 cm,4.4-9.1 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-3,3,esm1,-9,-28.9,3609.53282912001,87.8240470097862,2513.41480622001,54.0640141877532,10-30 cm,9-28.9 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-3,3,esm2,-9.06877863811538,-29.6956186676377,3621.41047823333,91.7881840877582,2514.71396343704,57.6322941519944,10-30 cm,9.1-29.7 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-4,4,esm1,-28.9,-54.4,7958.66334497996,116.956421139557,4349.13051585996,29.1323741297713,30-60 cm,28.9-54.4 cm
UnivOfMinnesota,mean,project,BAU,CON-6,CON-6-4,4,esm2,-29.6956186676377,-54.5520201542337,7964.07298584074,119.484693530019,4342.66250760741,27.696509442261,30-60 cm,29.7-54.6 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-1,1,esm1,0,-5.2,512.02654538,13.0142418680901,512.02654538,13.0142418680901,0-5 cm,0-5.2 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-1,1,esm2,0,-5.2329120121776,512.035852740741,12.9846444666621,512.035852740741,12.9846444666621,0-5 cm,0-5.2 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-2,2,esm1,-5.2,-9.5,1093.48455055,28.9310733016136,581.458005169998,15.9168314335235,5-10 cm,5.2-9.5 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-2,2,esm2,-5.2329120121776,-9.63095754115641,1106.6965147963,29.2295556940957,594.660662055556,16.2449112274336,5-10 cm,5.2-9.6 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-3,3,esm1,-9.5,-27.3,3618.28264906001,78.60730226716,2524.79809851001,49.6762289655463,10-30 cm,9.5-27.3 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-3,3,esm2,-9.63095754115641,-27.2523409643606,3621.41047823333,82.0360640518992,2514.71396343704,52.8065083578035,10-30 cm,9.6-27.3 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-4,4,esm1,-27.3,-57.3,7950.74650690002,109.805451274738,4332.46385784001,31.1981490075782,30-60 cm,27.3-57.3 cm
UnivOfMinnesota,mean,project,BAU,CON-7,CON-7-4,4,esm2,-27.2523409643606,-58.6535352304971,7964.07298584074,111.349361883176,4342.66250760741,29.3132978312765,30-60 cm,27.3-58.7 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-1,1,esm1,0,-5.1,504.51262443,13.5418123143707,504.51262443,13.5418123143707,0-5 cm,0-5.1 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-1,1,esm2,0,-5.17730824343438,512.035852740741,13.7560178067762,512.035852740741,13.7560178067762,0-5 cm,0-5.2 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-2,2,esm1,-5.1,-9.4,1102.64423392,29.2457577215306,598.13160949,15.7039454071599,5-10 cm,5.1-9.4 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-2,2,esm2,-5.17730824343438,-9.44211241283721,1106.6965147963,29.4531979198433,594.660662055556,15.6971801130671,5-10 cm,5.2-9.4 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-3,3,esm1,-9.4,-28,3606.89051470001,71.4504534702735,2504.24628078001,42.2046957487429,10-30 cm,9.4-28 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-3,3,esm2,-9.44211241283721,-28.9032991140277,3621.41047823333,74.4326984554231,2514.71396343704,44.9795005355798,10-30 cm,9.4-28.9 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-4,4,esm1,-28,-53.8,7957.42049716007,103.848419006157,4350.52998246006,32.3979655358835,30-60 cm,28-53.8 cm
UnivOfMinnesota,mean,project,BAU,CON-8,CON-8-4,4,esm2,-28.9032991140277,-53.7575616667595,7964.07298584074,105.966198458966,4342.66250760741,31.5335000035428,30-60 cm,28.9-53.8 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-1,1,esm1,0,-3.6,509.05962648,15.8633160803698,509.05962648,15.8633160803698,0-5 cm,0-3.6 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-1,1,esm2,0,-3.4851313967383,512.035852740741,15.7092620338051,512.035852740741,15.7092620338051,0-5 cm,0-3.5 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-2,2,esm1,-3.6,-8.2,1100.83806348,34.7449900243769,591.778437,18.8816739440071,5-10 cm,3.6-8.2 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-2,2,esm2,-3.4851313967383,-8.26338502668678,1106.6965147963,35.1101385343812,594.660662055556,19.4008765005761,5-10 cm,3.5-8.3 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-3,3,esm1,-8.2,-26.5,3608.17911836668,101.102687557425,2507.34105488668,66.3576975330483,10-30 cm,8.2-26.5 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-3,3,esm2,-8.26338502668678,-26.5923767606278,3621.41047823333,102.285935352175,2514.71396343704,67.1757968177937,10-30 cm,8.3-26.6 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-4,4,esm1,-26.5,-53.6,7951.68564648008,145.157074740735,4343.5065281134,44.05438718331,30-60 cm,26.5-53.6 cm
UnivOfMinnesota,mean,project,BAU,CON-9,CON-9-4,4,esm2,-26.5923767606278,-53.9668334924758,7964.07298584074,145.328173873853,4342.66250760741,43.0422385216783,30-60 cm,26.6-54 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-1,1,esm1,0,-6.2,506.60498606,28.6953089660374,506.60498606,28.6953089660374,0-5 cm,0-6.2 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-1,1,esm2,0,-6.34142332869307,512.035852740741,29.2525916748067,512.035852740741,29.2525916748067,0-5 cm,0-6.3 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-2,2,esm1,-6.2,-12.3,1105.985166,58.3509022293889,599.380179939999,29.6555932633516,5-10 cm,6.2-12.3 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-2,2,esm2,-6.34142332869307,-12.2275842982849,1106.6965147963,59.4560010672705,594.660662055556,30.2034093924638,5-10 cm,6.3-12.2 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-3,3,esm1,-12.3,-38.3,3614.20099846,165.53180439983,2508.21583246,107.180902170441,10-30 cm,12.3-38.3 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-3,3,esm2,-12.2275842982849,-38.3870592382692,3621.41047823333,165.991060309182,2514.71396343704,106.535059241912,10-30 cm,12.2-38.4 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-4,4,esm1,-38.3,-79,7957.52126230008,299.872079860276,4343.32026384008,134.340275460446,30-60 cm,38.3-79 cm
UnivOfMinnesota,mean,project,Ref,REF-1,REF-1-4,4,esm2,-38.3870592382692,-79.6863230696977,7964.07298584074,305.32877991564,4342.66250760741,139.337719606458,30-60 cm,38.4-79.7 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-1,1,esm1,0,-7.1,509.4788332,27.7569756016931,509.4788332,27.7569756016931,0-5 cm,0-7.1 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-1,1,esm2,0,-7.36175318012146,512.035852740741,28.2284674743017,512.035852740741,28.2284674743017,0-5 cm,0-7.4 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-2,2,esm1,-7.1,-13.5,1102.3707666,56.762755779956,592.891933400001,29.0057801782629,5-10 cm,7.1-13.5 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-2,2,esm2,-7.36175318012146,-13.1747355088911,1106.6965147963,57.0650284996658,594.660662055556,28.8365610253642,5-10 cm,7.4-13.2 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-3,3,esm1,-13.5,-38.3,3616.17199717998,166.942641917248,2513.80123057998,110.179886137292,10-30 cm,13.5-38.3 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-3,3,esm2,-13.1747355088911,-40.6652769098621,3621.41047823333,173.580673056305,2514.71396343704,116.515644556639,10-30 cm,13.2-40.7 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-4,4,esm1,-38.3,-72.7,7954.73697732003,303.889661682308,4338.56498014004,136.947019765059,30-60 cm,38.3-72.7 cm
UnivOfMinnesota,mean,project,Ref,REF-2,REF-2-4,4,esm2,-40.6652769098621,-72.9103235124059,7964.07298584074,323.132199914519,4342.66250760741,149.551526858215,30-60 cm,40.7-72.9 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-1,1,esm1,0,-5.6,509.558779300001,29.5039618005671,509.558779300001,29.5039618005671,0-5 cm,0-5.6 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-1,1,esm2,0,-5.60271503131349,512.035852740741,29.8062213460816,512.035852740741,29.8062213460816,0-5 cm,0-5.6 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-2,2,esm1,-5.6,-13.3,1102.29142178,55.0175430453064,592.732642479998,25.5135812447394,5-10 cm,5.6-13.3 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-2,2,esm2,-5.60271503131349,-13.5622918236363,1106.6965147963,55.2017660283637,594.660662055556,25.3955446822821,5-10 cm,5.6-13.6 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-3,3,esm1,-13.3,-42.8,3611.7076453,156.77706082769,2509.41622352,101.759517782383,10-30 cm,13.3-42.8 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-3,3,esm2,-13.5622918236363,-43.7758927726534,3621.41047823333,160.21441354536,2514.71396343704,105.012647516997,10-30 cm,13.6-43.8 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-4,4,esm1,-42.8,-81,7962.64862149998,275.359067894214,4350.94097619998,118.582007066524,30-60 cm,42.8-81 cm
UnivOfMinnesota,mean,project,Ref,REF-3,REF-3-4,4,esm2,-43.7758927726534,-81.1288811623336,7964.07298584074,276.901573560118,4342.66250760741,116.687160014757,30-60 cm,43.8-81.1 cm
UnivOfMinnesota,mean,project,Ref,REF-4,REF-4-1,1,esm1,0,-6.5,504.2516891,30.6329591209903,504.2516891,30.6329591209903,0-5 cm,0-6.5 cm
UnivOfMinnesota,mean,project,Ref,REF-4,REF-4-1,1,esm2,0,-6.65760386061212,512.035852740741,31.472490376985,512.035852740741,31.472490376985,0-5 cm,0-6.7 cm
UnivOfMinnesota,mean,project,Ref,REF-4,REF-4-2,2,esm1,-6.5,-13.3,1098.74013733,60.1250633208774,594.488448230002,29.4921041998871,5-10 cm,6.5-13.3 cm
UnivOfMinnesota,mean,project,Ref,REF-4,REF-4-2,2,esm2,-6.65760386061212,-13.135364165925,1106.6965147963,61.3986864524002,594.660662055556,29.9261960754152,5-10 cm,6.7-13.1 cm
UnivOfMinnesota,mean,project,Ref,REF-4,REF-4-3,3,esm1,-13.3,-41.9,3620.49328723,160.790587335304,2521.7531499,100.665524014427,10-30 cm,13.3-41.9 cm
UnivOfMinnesota,mean,project,Ref,REF-4,REF-4-3,3,esm2,-13.135364165925,-42.514402295449,3621.41047823333,164.086420424338,2514.71396343704,102.687733971937,10-30 cm,13.1-42.5 cm
