project,method_long,ref_stat,label,dsp_pedon_id,sample_id,layer,method,topdepth,depth,soc,depth_increments,apparent_depth,actual_depth,ref_data
KansasState,esm1_mean,mean,BAU,KeC1-2,KeC1-2-2,2,esm1,-9.1,-21.5,19.3187532942819,genetic_hrz,10-23 cm,9.1-21.5 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-2,KeC1-2-2,2,esm2,-9.1407999497955,-21.5675788790635,20.2826315691224,genetic_hrz,10-23 cm,9.1-21.6 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-2,KeC1-2-3,3,esm1,-21.5,-53.1,29.4803327678928,genetic_hrz,23-56 cm,21.5-53.1 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-2,KeC1-2-3,3,esm2,-21.5675788790635,-53.0460169203603,28.4222571920608,genetic_hrz,23-56 cm,21.6-53 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-2,KeC1-2-4,4,esm1,-53.1,-83.2,23.148245550178,genetic_hrz,56-85 cm,53.1-83.2 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-2,KeC1-2-4,4,esm2,-53.0460169203603,-83.0387810582628,22.9213306701513,genetic_hrz,56-85 cm,53-83 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-2,KeC1-2-5,5,esm1,-83.2,-100.4,12.970368569481,genetic_hrz,85-100 cm,83.2-100.4 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-2,KeC1-2-5,5,esm2,-83.0387810582628,-100.453427440196,13.0723509344177,genetic_hrz,85-100 cm,83-100.5 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-3,KeC1-3-1,1,esm1,0,-10.7,22.172577410601,genetic_hrz,0-10 cm,0-10.7 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-3,KeC1-3-1,1,esm2,0,-10.7595687250401,22.5184312655624,genetic_hrz,0-10 cm,0-10.8 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-3,KeC1-3-2,2,esm1,-10.7,-24.5,22.7172629348992,genetic_hrz,10-23 cm,10.7-24.5 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-3,KeC1-3-2,2,esm2,-10.7595687250401,-24.5266107506125,22.5183025093422,genetic_hrz,10-23 cm,10.8-24.5 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-3,KeC1-3-3,3,esm1,-24.5,-57.4,31.3578938253964,genetic_hrz,23-56 cm,24.5-57.4 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-3,KeC1-3-3,3,esm2,-24.5266107506125,-57.4628575901135,31.4117795675808,genetic_hrz,23-56 cm,24.5-57.5 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-3,KeC1-3-4,4,esm1,-57.4,-85.7,23.5360575428593,genetic_hrz,56-85 cm,57.4-85.7 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-3,KeC1-3-4,4,esm2,-57.4628575901135,-85.6508623196782,23.2448148817822,genetic_hrz,56-85 cm,57.5-85.7 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC1-3,KeC1-3-5,5,esm1,-85.7,-100.9,13.0212052067068,genetic_hrz,85-100 cm,85.7-100.9 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC1-3,KeC1-3-5,5,esm2,-85.6508623196782,-100.95211274732,13.1708391781972,genetic_hrz,85-100 cm,85.7-101 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-1,KeC2-1-1,1,esm1,0,-11.1,22.62965653728,genetic_hrz,0-10 cm,0-11.1 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-1,KeC2-1-1,1,esm2,0,-11.1674164215114,23.0409133176484,genetic_hrz,0-10 cm,0-11.2 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-1,KeC2-1-2,2,esm1,-11.1,-24.2,18.9249728522142,genetic_hrz,10-23 cm,11.1-24.2 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-1,KeC2-1-2,2,esm2,-11.1674164215114,-24.3631951228167,19.2321462461432,genetic_hrz,10-23 cm,11.2-24.4 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-1,KeC2-1-3,3,esm1,-24.2,-55.2,31.0684622780571,genetic_hrz,23-56 cm,24.2-55.2 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-1,KeC2-1-3,3,esm2,-24.3631951228167,-55.2615168294756,30.2369208271166,genetic_hrz,23-56 cm,24.4-55.3 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-1,KeC2-1-4,4,esm1,-55.2,-82.8,33.1841704394772,genetic_hrz,56-85 cm,55.2-82.8 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-1,KeC2-1-4,4,esm2,-55.2615168294756,-82.8165636326001,33.5132811756961,genetic_hrz,56-85 cm,55.3-82.8 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-1,KeC2-1-5,5,esm1,-82.8,-97.7,11.2817677938724,genetic_hrz,85-100 cm,82.8-97.7 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-1,KeC2-1-5,5,esm2,-82.8165636326001,-97.7562691724527,11.3338103040014,genetic_hrz,85-100 cm,82.8-97.8 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-2,KeC2-2-1,1,esm1,0,-8.3,23.4192044646,genetic_hrz,0-10 cm,0-8.3 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-2,KeC2-2-1,1,esm2,0,-8.373171857418,23.8725156646543,genetic_hrz,0-10 cm,0-8.4 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-2,KeC2-2-2,2,esm1,-8.3,-19.5,21.1348106284749,genetic_hrz,10-23 cm,8.3-19.5 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-2,KeC2-2-2,2,esm2,-8.373171857418,-19.412248167158,21.4069136400608,genetic_hrz,10-23 cm,8.4-19.4 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-2,KeC2-2-3,3,esm1,-19.5,-51.4,38.6460690770462,genetic_hrz,23-56 cm,19.5-51.4 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-2,KeC2-2-3,3,esm2,-19.412248167158,-51.3406722011778,38.0022155552851,genetic_hrz,23-56 cm,19.4-51.3 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-2,KeC2-2-4,4,esm1,-51.4,-80.1,27.2392238765203,genetic_hrz,56-85 cm,51.4-80.1 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-2,KeC2-2-4,4,esm2,-51.3406722011778,-80.1012051873117,27.0304611932198,genetic_hrz,56-85 cm,51.3-80.1 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-2,KeC2-2-5,5,esm1,-80.1,-94.3,14.3716021509835,genetic_hrz,85-100 cm,80.1-94.3 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-2,KeC2-2-5,5,esm2,-80.1012051873117,-94.3130377832441,13.8103698091836,genetic_hrz,85-100 cm,80.1-94.3 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-3,KeC2-3-1,1,esm1,0,-9.2,21.124755952052,genetic_hrz,0-10 cm,0-9.2 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-3,KeC2-3-1,1,esm2,0,-9.28532006897612,21.3996700964093,genetic_hrz,0-10 cm,0-9.3 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-3,KeC2-3-2,2,esm1,-9.2,-21.2,20.0962290484799,genetic_hrz,10-23 cm,9.2-21.2 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-3,KeC2-3-2,2,esm2,-9.28532006897612,-21.0351965826512,20.7458266832397,genetic_hrz,10-23 cm,9.3-21 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-3,KeC2-3-3,3,esm1,-21.2,-52.6,40.5580192892123,genetic_hrz,23-56 cm,21.2-52.6 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-3,KeC2-3-3,3,esm2,-21.0351965826512,-52.6802205275591,39.6570115229317,genetic_hrz,23-56 cm,21-52.7 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-3,KeC2-3-4,4,esm1,-52.6,-79.4,44.8702336846548,genetic_hrz,56-85 cm,52.6-79.4 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-3,KeC2-3-4,4,esm2,-52.6802205275591,-79.484296737624,45.1835613135108,genetic_hrz,56-85 cm,52.7-79.5 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC2-3,KeC2-3-5,5,esm1,-79.4,-93.3,16.6069094416204,genetic_hrz,85-100 cm,79.4-93.3 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC2-3,KeC2-3-5,5,esm2,-79.484296737624,-93.4414690891722,18.392622228544,genetic_hrz,85-100 cm,79.5-93.4 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-1,KeC3-1-1,1,esm1,0,-8.6,43.8977556687999,genetic_hrz,0-10 cm,0-8.6 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-1,KeC3-1-1,1,esm2,0,-8.68022515683169,45.2739186888902,genetic_hrz,0-10 cm,0-8.7 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-1,KeC3-1-2,2,esm1,-8.6,-20.9,20.8871467076801,genetic_hrz,10-23 cm,8.6-20.9 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-1,KeC3-1-2,2,esm2,-8.68022515683169,-20.9327675715282,21.4977584682361,genetic_hrz,10-23 cm,8.7-20.9 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-1,KeC3-1-3,3,esm1,-20.9,-54.4,26.9717416964805,genetic_hrz,23-56 cm,20.9-54.4 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-1,KeC3-1-3,3,esm2,-20.9327675715282,-54.5319457953086,25.1454056295587,genetic_hrz,23-56 cm,20.9-54.5 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-1,KeC3-1-4,4,esm1,-54.4,-82.2,21.313657734617,genetic_hrz,56-85 cm,54.4-82.2 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-1,KeC3-1-4,4,esm2,-54.5319457953086,-81.957461027216,21.9585682049638,genetic_hrz,56-85 cm,54.5-82 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-1,KeC3-1-5,5,esm1,-82.2,-96.7,9.01440609810912,genetic_hrz,85-100 cm,82.2-96.7 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-1,KeC3-1-5,5,esm2,-81.957461027216,-96.5653298016044,8.91833250086523,genetic_hrz,85-100 cm,82-96.6 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-2,KeC3-2-1,1,esm1,0,-8.8,12.88913216922,genetic_hrz,0-10 cm,0-8.8 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-2,KeC3-2-1,1,esm2,0,-8.87636230587693,13.1373009968862,genetic_hrz,0-10 cm,0-8.9 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-2,KeC3-2-2,2,esm1,-8.8,-20.6,12.160395341124,genetic_hrz,10-23 cm,8.8-20.6 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-2,KeC3-2-2,2,esm2,-8.87636230587693,-20.8059986627098,11.8473426504969,genetic_hrz,10-23 cm,8.9-20.8 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-2,KeC3-2-3,3,esm1,-20.6,-51.8,33.2936331419754,genetic_hrz,23-56 cm,20.6-51.8 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-2,KeC3-2-3,3,esm2,-20.8059986627098,-51.8610334813402,33.915878882616,genetic_hrz,23-56 cm,20.8-51.9 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-2,KeC3-2-4,4,esm1,-51.8,-79.5,17.7377884539488,genetic_hrz,56-85 cm,51.8-79.5 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-2,KeC3-2-4,4,esm2,-51.8610334813402,-79.6341673618946,17.9229019545619,genetic_hrz,56-85 cm,51.9-79.6 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-2,KeC3-2-5,5,esm1,-79.5,-93.4,7.79093667526961,genetic_hrz,85-100 cm,79.5-93.4 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-2,KeC3-2-5,5,esm2,-79.6341673618946,-93.496448683865,6.90090976682839,genetic_hrz,85-100 cm,79.6-93.5 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-3,KeC3-3-1,1,esm1,0,-9.5,13.31103003636,genetic_hrz,0-10 cm,0-9.5 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-3,KeC3-3-1,1,esm2,0,-9.55673031368221,13.4260848943047,genetic_hrz,0-10 cm,0-9.6 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-3,KeC3-3-2,2,esm1,-9.5,-21.9,15.105493631342,genetic_hrz,10-23 cm,9.5-21.9 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-3,KeC3-3-2,2,esm2,-9.55673031368221,-22.0581874948483,14.8424445877785,genetic_hrz,10-23 cm,9.6-22.1 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-3,KeC3-3-3,3,esm1,-21.9,-52.8,33.710756693398,genetic_hrz,23-56 cm,21.9-52.8 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-3,KeC3-3-3,3,esm2,-22.0581874948483,-52.8944300564684,34.5132895629718,genetic_hrz,23-56 cm,22.1-52.9 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-3,KeC3-3-4,4,esm1,-52.8,-80.8,14.6228726733772,genetic_hrz,56-85 cm,52.8-80.8 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-3,KeC3-3-4,4,esm2,-52.8944300564684,-80.5912525795132,13.4992166236639,genetic_hrz,56-85 cm,52.9-80.6 cm,indv_project
KansasState,esm1_mean,mean,BAU,KeC3-3,KeC3-3-5,5,esm1,-80.8,-95.8,7.53494759565001,genetic_hrz,85-100 cm,80.8-95.8 cm,indv_project
KansasState,esm2_mean,mean,BAU,KeC3-3,KeC3-3-5,5,esm2,-80.5912525795132,-95.6765020177816,7.45781819840967,genetic_hrz,85-100 cm,80.6-95.7 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-1,KeCF1-1-1,1,esm1,0,-8.4,19.02773355116,genetic_hrz,0-10 cm,0-8.4 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-1,KeCF1-1-1,1,esm2,0,-8.41704026808489,19.256233161845,genetic_hrz,0-10 cm,0-8.4 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-1,KeCF1-1-2,2,esm1,-8.4,-20.1,14.4471326146638,genetic_hrz,10-23 cm,8.4-20.1 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-1,KeCF1-1-2,2,esm2,-8.41704026808489,-20.1667751622803,14.6111123229322,genetic_hrz,10-23 cm,8.4-20.2 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-1,KeCF1-1-3,3,esm1,-20.1,-51.3,26.9392236391922,genetic_hrz,23-56 cm,20.1-51.3 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-1,KeCF1-1-3,3,esm2,-20.1667751622803,-50.7462198807182,26.3551946951053,genetic_hrz,23-56 cm,20.2-50.7 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-1,KeCF1-1-4,4,esm1,-51.3,-82.7,20.3722805899808,genetic_hrz,56-85 cm,51.3-82.7 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-1,KeCF1-1-4,4,esm2,-50.7462198807182,-84.3077715208436,24.28327186561,genetic_hrz,56-85 cm,50.7-84.3 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-1,KeCF1-1-5,5,esm1,-82.7,-98.8,9.43915398610858,genetic_hrz,85-100 cm,82.7-98.8 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-1,KeCF1-1-5,5,esm2,-84.3077715208436,-99.0544164364848,6.23696843630655,genetic_hrz,85-100 cm,84.3-99.1 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-2,KeCF1-2-1,1,esm1,0,-8.9,17.2814362045,genetic_hrz,0-10 cm,0-8.9 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-2,KeCF1-2-1,1,esm2,0,-9.02302108426397,17.5836773394769,genetic_hrz,0-10 cm,0-9 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-2,KeCF1-2-2,2,esm1,-8.9,-20.4,14.10065808912,genetic_hrz,10-23 cm,8.9-20.4 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-2,KeCF1-2-2,2,esm2,-9.02302108426397,-20.3302880265845,14.2337271392338,genetic_hrz,10-23 cm,9-20.3 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-2,KeCF1-2-3,3,esm1,-20.4,-55.4,23.7667031158944,genetic_hrz,23-56 cm,20.4-55.4 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-2,KeCF1-2-3,3,esm2,-20.3302880265845,-54.9607583737559,23.4485590808218,genetic_hrz,23-56 cm,20.3-55 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-2,KeCF1-2-4,4,esm1,-55.4,-89.6,18.4395770995457,genetic_hrz,56-85 cm,55.4-89.6 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-2,KeCF1-2-4,4,esm2,-54.9607583737559,-91.1518087604021,18.4822370864451,genetic_hrz,56-85 cm,55-91.2 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-2,KeCF1-2-5,5,esm1,-89.6,-106.8,9.26523460459958,genetic_hrz,85-100 cm,89.6-106.8 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-2,KeCF1-2-5,5,esm2,-91.1518087604021,-104.610729398393,8.96170819118554,genetic_hrz,85-100 cm,91.2-104.6 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-3,KeCF1-3-1,1,esm1,0,-10.1,17.671713850499,genetic_hrz,0-10 cm,0-10.1 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-3,KeCF1-3-1,1,esm2,0,-10.1379962238295,17.7260067701934,genetic_hrz,0-10 cm,0-10.1 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-3,KeCF1-3-2,2,esm1,-10.1,-23.8,16.7414124354211,genetic_hrz,10-23 cm,10.1-23.8 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-3,KeCF1-3-2,2,esm2,-10.1379962238295,-24.6096475155975,18.8928654992091,genetic_hrz,10-23 cm,10.1-24.6 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-3,KeCF1-3-3,3,esm1,-23.8,-55.8,30.4786512132781,genetic_hrz,23-56 cm,23.8-55.8 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-3,KeCF1-3-3,3,esm2,-24.6096475155975,-55.6248080098709,28.6204636162,genetic_hrz,23-56 cm,24.6-55.6 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-3,KeCF1-3-4,4,esm1,-55.8,-83.7,19.830754964795,genetic_hrz,56-85 cm,55.8-83.7 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-3,KeCF1-3-4,4,esm2,-55.6248080098709,-84.0435380157882,19.68223365318,genetic_hrz,56-85 cm,55.6-84 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF1-3,KeCF1-3-5,5,esm1,-83.7,-96.6,8.78840474913548,genetic_hrz,85-100 cm,83.7-96.6 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF1-3,KeCF1-3-5,5,esm2,-84.0435380157882,-96.647089501312,8.60865646758079,genetic_hrz,85-100 cm,84-96.6 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-1,KeCF3-1-1,1,esm1,0,-8.9,17.793173114325,genetic_hrz,0-10 cm,0-8.9 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-1,KeCF3-1-1,1,esm2,0,-8.93161020942307,18.0285980616086,genetic_hrz,0-10 cm,0-8.9 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-1,KeCF3-1-2,2,esm1,-8.9,-20.6,14.7081830965511,genetic_hrz,10-23 cm,8.9-20.6 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-1,KeCF3-1-2,2,esm2,-8.93161020942307,-20.618578081601,14.620001384641,genetic_hrz,10-23 cm,8.9-20.6 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-1,KeCF3-1-3,3,esm1,-20.6,-51.7,28.4468688963243,genetic_hrz,23-56 cm,20.6-51.7 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-1,KeCF3-1-3,3,esm2,-20.618578081601,-51.8455256922174,28.5943917678436,genetic_hrz,23-56 cm,20.6-51.8 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-1,KeCF3-1-4,4,esm1,-51.7,-79.9,17.8331554911487,genetic_hrz,56-85 cm,51.7-79.9 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-1,KeCF3-1-4,4,esm2,-51.8455256922174,-78.9696084797931,17.5809883569233,genetic_hrz,56-85 cm,51.8-79 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-1,KeCF3-1-5,5,esm1,-79.9,-98.1,8.14908476782441,genetic_hrz,85-100 cm,79.9-98.1 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-1,KeCF3-1-5,5,esm2,-78.9696084797931,-97.6747739002288,8.10619480592058,genetic_hrz,85-100 cm,79-97.7 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-2,KeCF3-2-1,1,esm1,0,-10.2,14.571728611844,genetic_hrz,0-10 cm,0-10.2 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-2,KeCF3-2-1,1,esm2,0,-10.2278254985254,14.6249710653127,genetic_hrz,0-10 cm,0-10.2 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-2,KeCF3-2-2,2,esm1,-10.2,-22,16.9035788326261,genetic_hrz,10-23 cm,10.2-22 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-2,KeCF3-2-2,2,esm2,-10.2278254985254,-22.04470460503,17.2259506147183,genetic_hrz,10-23 cm,10.2-22 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-2,KeCF3-2-3,3,esm1,-22,-54.7,25.2986075851341,genetic_hrz,23-56 cm,22-54.7 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-2,KeCF3-2-3,3,esm2,-22.04470460503,-54.5369038222016,24.865514299868,genetic_hrz,23-56 cm,22-54.5 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-2,KeCF3-2-4,4,esm1,-54.7,-83.8,22.8941582120345,genetic_hrz,56-85 cm,54.7-83.8 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-2,KeCF3-2-4,4,esm2,-54.5369038222016,-84.0298837415959,21.8232035564172,genetic_hrz,56-85 cm,54.5-84 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-2,KeCF3-2-5,5,esm1,-83.8,-98.7,14.385130058365,genetic_hrz,85-100 cm,83.8-98.7 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-2,KeCF3-2-5,5,esm2,-84.0298837415959,-98.832497355324,15.322091057254701,genetic_hrz,85-100 cm,84-98.8 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-3,KeCF3-3-1,1,esm1,0,-9.2,15.252094544718,genetic_hrz,0-10 cm,0-9.2 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-3,KeCF3-3-1,1,esm2,0,-9.0456683397567,15.5042369091069,genetic_hrz,0-10 cm,0-9 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-3,KeCF3-3-2,2,esm1,-9.2,-26.1,11.949941320257,genetic_hrz,10-23 cm,9.2-26.1 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-3,KeCF3-3-2,2,esm2,-9.0456683397567,-27.6533197953088,12.224389280501,genetic_hrz,10-23 cm,9-27.7 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-3,KeCF3-3-3,3,esm1,-26.1,-58.8,25.2255095879993,genetic_hrz,23-56 cm,26.1-58.8 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-3,KeCF3-3-3,3,esm2,-27.6533197953088,-59.1162538023293,24.0552518409371,genetic_hrz,23-56 cm,27.7-59.1 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-3,KeCF3-3-4,4,esm1,-58.8,-87.3,25.5294333892904,genetic_hrz,56-85 cm,58.8-87.3 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-3,KeCF3-3-4,4,esm2,-59.1162538023293,-87.1710986169038,26.5831169256183,genetic_hrz,56-85 cm,59.1-87.2 cm,indv_project
KansasState,esm1_mean,mean,SHM,KeCF3-3,KeCF3-3-5,5,esm1,-87.3,-102.4,11.2278583729231,genetic_hrz,85-100 cm,87.3-102.4 cm,indv_project
KansasState,esm2_mean,mean,SHM,KeCF3-3,KeCF3-3-5,5,esm2,-87.1710986169038,-102.610349614674,10.4377831026768,genetic_hrz,85-100 cm,87.2-102.6 cm,indv_project
KansasState,esm1_mean,mean,Ref,KeN1-1,KeN1-1-1,1,esm1,0,-9.8,30.425204249894,genetic_hrz,0-10 cm,0-9.8 cm,indv_project
KansasState,esm2_mean,mean,Ref,KeN1-1,KeN1-1-1,1,esm2,0,-9.77906149111793,30.5252337969712,genetic_hrz,0-10 cm,0-9.8 cm,indv_project
KansasState,esm1_mean,mean,Ref,KeN1-1,KeN1-1-2,2,esm1,-9.8,-27.6,23.67895363679,genetic_hrz,10-23 cm,9.8-27.6 cm,indv_project
KansasState,esm2_mean,mean,Ref,KeN1-1,KeN1-1-2,2,esm2,-9.77906149111793,-29.2908315335336,25.5785779835055,genetic_hrz,10-23 cm,9.8-29.3 cm,indv_project
KansasState,esm1_mean,mean,Ref,KeN1-1,KeN1-1-3,3,esm1,-27.6,-61.7,35.5743397170519,genetic_hrz,23-56 cm,27.6-61.7 cm,indv_project
KansasState,esm2_mean,mean,Ref,KeN1-1,KeN1-1-3,3,esm2,-29.2908315335336,-60.8137284237533,33.3266864241633,genetic_hrz,23-56 cm,29.3-60.8 cm,indv_project
KansasState,esm1_mean,mean,Ref,KeN1-1,KeN1-1-4,4,esm1,-61.7,-94.9,23.4449390311534,genetic_hrz,56-85 cm,61.7-94.9 cm,indv_project
KansasState,esm2_mean,mean,Ref,KeN1-1,KeN1-1-4,4,esm2,-60.8137284237533,-95.6080541738682,24.9360645851655,genetic_hrz,56-85 cm,60.8-95.6 cm,indv_project
KansasState,esm1_mean,mean,Ref,KeN1-1,KeN1-1-5,5,esm1,-94.9,-111.5,9.76016796695262,genetic_hrz,85-100 cm,94.9-111.5 cm,indv_project
KansasState,esm2_mean,mean,Ref,KeN1-1,KeN1-1-5,5,esm2,-95.6080541738682,-107.222454951808,1.28630259322891,genetic_hrz,85-100 cm,95.6-107.2 cm,indv_project
KansasState,esm1_mean,mean,Ref,KeN1-2,KeN1-2-1,1,esm1,0,-11.6,28.217324568794,genetic_hrz,0-10 cm,0-11.6 cm,indv_project
KansasState,esm2_mean,mean,Ref,KeN1-2,KeN1-2-1,1,esm2,0,-11.6898720636366,28.4023284219443,genetic_hrz,0-10 cm,0-11.7 cm,indv_project
